playlist_name,tvg_id,status,future_horizon_hours,last_programme_utc,programme_count
BOX Serial HD,Xbox-serial,OK,98.97,2026-09-07T00:48:00+00:00,278
BOX Game HD,Xbox-game,OK,98.03,2026-09-06T23:52:00+00:00,171
BOX Spy HD,Xbox-spy,OK,98.1,2026-09-06T23:56:00+00:00,123
BOX Western HD,Xbox-western,OK,74.18,2026-09-06T00:01:00+00:00,104
BOX Zombie HD,Xbox-zombie,OK,73.92,2026-09-05T23:45:00+00:00,82
BOX Cyber HD,Xbox-cyber,OK,95.1,2026-09-06T20:56:00+00:00,125
BOX Ghost HD,Xbox-ghost,OK,98.53,2026-09-07T00:22:00+00:00,150
BOX Stories HD,Xbox-stories,OK,74.67,2026-09-06T00:30:00+00:00,399
BOX Fantasy HD,Xbox-fantasy,OK,94.85,2026-09-06T20:41:00+00:00,115
BOX Mayday HD,Xbox-myday,OK,95.98,2026-09-06T21:49:00+00:00,303
GL Series,Xgoldline-series,OK,67.42,2026-09-05T17:15:00+00:00,264
GL Survival,Xgoldline-survival,OK,67.4,2026-09-05T17:14:00+00:00,265
GL Детектив,Xgoldline-detektiv,OK,67.05,2026-09-05T16:53:00+00:00,171
GL Brief,Xgoldline-brief,OK,67.65,2026-09-05T17:29:00+00:00,265
GL Evidence,Xgoldline-evidence,OK,6.57,2026-09-03T04:24:00+00:00,199
GL Exist,Xgoldline-exist,OK,67.1,2026-09-05T16:56:00+00:00,279
GL Island,Xgoldline-island,OK,66.47,2026-09-05T16:18:00+00:00,264
GL Naked&Funny,Xgoldline-naked,OK,67.47,2026-09-05T17:18:00+00:00,414
GL Psycho,Xgoldline-psy,OK,67.28,2026-09-05T17:07:00+00:00,245
NEXT Volt,Xnext-volt,OK,102.9,2026-09-07T04:44:00+00:00,114
NEXT Blaze,Xnext-blaze,OK,103.68,2026-09-07T05:31:00+00:00,108
NEXT Spark,Xnext-spark,OK,103.07,2026-09-07T04:54:00+00:00,141
NEXT Mythic,Xnext-mythic,OK,103.5,2026-09-07T05:20:00+00:00,142
NEXT Shadow,Xnext-shadow,OK,102.92,2026-09-07T04:45:00+00:00,138
NEXT Nova,Xnext-nova,OK,103.57,2026-09-07T05:24:00+00:00,113
NEXT Vibe,Xnext-vibe,OK,102.22,2026-09-07T04:03:00+00:00,120
NEXT Aura,Xnext-aura,OK,103.78,2026-09-07T05:37:00+00:00,123
NEXT Venture,Xnext-venture,OK,103.45,2026-09-07T05:17:00+00:00,137
NEXT Epic,Xnext-epic,OK,104.2,2026-09-07T06:02:00+00:00,114
NEXT Horizon,Xnext-horizon,OK,103.3,2026-09-07T05:08:00+00:00,126
NEXT Joy,Xnext-joy,OK,102.72,2026-09-07T04:33:00+00:00,140
NEXT Echo,Xnext-echo,OK,102.87,2026-09-07T04:42:00+00:00,111
NEXT Fusion,Xnext-fusion,OK,102.2,2026-09-07T04:02:00+00:00,107
NEXT Vision,Xnext-vision,OK,102.5,2026-09-07T04:20:00+00:00,102
NEXT Bolt,Xnext-bolt,OK,103.63,2026-09-07T05:28:00+00:00,126
NEXT Pulse,Xnext-pulse,OK,103.9,2026-09-07T05:44:00+00:00,135
NEXT Strike,Xnext-strike,OK,103.1,2026-09-07T04:56:00+00:00,113
NEXT Quest,Xnext-quest,OK,103.05,2026-09-07T04:53:00+00:00,143
NEXT Peak,Xnext-peak,OK,103.33,2026-09-07T05:10:00+00:00,122
MM 007 HD,Xminimax-007,OK,30.82,2026-09-04T04:39:00+00:00,81
MM Flip UHD,Xminimax-flip,OK,8.18,2026-09-03T06:01:00+00:00,71
MM Honey HD,Xminimax-honey,OK,102.52,2026-09-07T04:21:00+00:00,239
MM Live Planet HD,Xminimax-live-planet,OK,102.2,2026-09-07T04:02:00+00:00,284
MM NewFilm 2 HD,Xminimax-newfilm2,OK,102.63,2026-09-07T04:28:00+00:00,136
MM NewFilm 3 HD,Xminimax-newfilm3,OK,64.93,2026-09-05T14:46:00+00:00,115
MM NewFilm RU HD,Xminimax-newfilmru,OK,53.17,2026-09-05T03:00:00+00:00,112
MM UFO HD,Xminimax-ufo,OK,102.62,2026-09-07T04:27:00+00:00,130
MM USSR 1941-1945 HD,Xminimax-ussr-1941-1945,OK,103.43,2026-09-07T05:16:00+00:00,119
MM USSR Детектив HD,Xminimax-ussr-detektiv,OK,102.63,2026-09-07T04:28:00+00:00,186
MM USSR Комедия HD,Xminimax-ussr-komedija,OK,103.3,2026-09-07T05:08:00+00:00,150
MM USSR Приключения HD,Xminimax-ussr-prikluchenija,OK,77.68,2026-09-06T03:31:00+00:00,107
MM USSR Драма HD,Xminimax-ussr-fantastika,OK,103.03,2026-09-07T04:52:00+00:00,148
MM Боевик HD,Xminimax-boevik,OK,102.82,2026-09-07T04:39:00+00:00,140
MM Боевик Classic HD,Xminimax-boevik_classic,OK,54.68,2026-09-05T04:31:00+00:00,112
MM Вестерн HD,Xminimax-western,OK,88.98,2026-09-06T14:49:00+00:00,131
MM Воронины HD,Xminimax-voronini,OK,102.43,2026-09-07T04:16:00+00:00,579
MM Затмение HD,Xminimax-zatmenie,OK,103.62,2026-09-07T05:27:00+00:00,147
MM История HD,Xminimax-istorija,OK,87.03,2026-09-06T12:52:00+00:00,106
MM Катастрофа HD,Xminimax-katastrofa,OK,99.33,2026-09-07T01:10:00+00:00,123
MM Киберпанк HD,Xminimax-kiberpunk,OK,103.35,2026-09-07T05:11:00+00:00,134
MM Комедия Classic HD,Xminimax-comedy_classic,OK,12.87,2026-09-03T10:42:00+00:00,88
MM Комедия HD,Xminimax-comedy,OK,76.78,2026-09-06T02:37:00+00:00,129
MM Криминал HD,Xminimax-kriminal,OK,103.38,2026-09-07T05:13:00+00:00,120
MM Крутые 90-е HD,Xminimax-krutie-90-e,OK,102.37,2026-09-07T04:12:00+00:00,246
MM Кунг-Фу HD,Xminimax-kungfu,OK,103.43,2026-09-07T05:16:00+00:00,141
MM Мифология HD,Xminimax-mifologija,OK,85.2,2026-09-06T11:02:00+00:00,238
MM Нуар HD,Xminimax-nuar,OK,103.48,2026-09-07T05:19:00+00:00,157
MM Погружение HD,Xminimax-pogrujenie,OK,102.37,2026-09-07T04:12:00+00:00,148
MM Полицейский С Рублёвки HD,Xminimax-police,OK,45.08,2026-09-04T18:55:00+00:00,323
MM Приключения HD,Xminimax-prikluchenija,OK,102.88,2026-09-07T04:43:00+00:00,120
MM Роскино HD,Xminimax-roskino,OK,103.27,2026-09-07T05:06:00+00:00,136
MM Сваты HD,Xminimax-svati,OK,8.12,2026-09-03T05:57:00+00:00,178
MM Семейный 1 HD,Xminimax-family1,OK,103.15,2026-09-07T04:59:00+00:00,138
MM Семейный 2 HD,Xminimax-family2,OK,103.33,2026-09-07T05:10:00+00:00,168
MM Ситком HD,Xminimax-sitkom,OK,102.28,2026-09-07T04:07:00+00:00,351
MM Ситком 2.0 HD,Xminimax-sitkom20,OK,102.45,2026-09-07T04:17:00+00:00,576
MM Скорость HD,Xminimax-skorost,OK,102.87,2026-09-07T04:42:00+00:00,138
MM Спорт HD,Xminimax-sport,OK,61.17,2026-09-05T11:00:00+00:00,107
MM Супергерои HD,Xminimax-supergeroi,OK,103.22,2026-09-07T05:03:00+00:00,119
MM Триллер HD,Xminimax-triller,OK,103.05,2026-09-07T04:53:00+00:00,133
MM Ужастик HD,Xminimax-ujastik,OK,102.52,2026-09-07T04:21:00+00:00,257
MM Ужасы Classic HD,Xminimax-ujasi-classic,OK,102.17,2026-09-07T04:00:00+00:00,151
MM Ужасы HD,Xminimax-ujasi,OK,102.87,2026-09-07T04:42:00+00:00,145
MM Фантастика HD,Xminimax-fantastika,OK,102.27,2026-09-07T04:06:00+00:00,133
MM Фобия HD,Xminimax-fobija,OK,102.88,2026-09-07T04:43:00+00:00,153
MM Celebrity HD,Xminimax-celebrity,OK,75.75,2026-09-06T01:35:00+00:00,103
MM Classic HD,Xminimax-classic,OK,103.58,2026-09-07T05:25:00+00:00,184
MM Translation HD,Xminimax-translation,OK,103.45,2026-09-07T05:17:00+00:00,127
MM Драма HD,Xminimax-drama,OK,35.35,2026-09-04T09:11:00+00:00,85
MM Микромир HD,Xminimax-micromir,OK,56.93,2026-09-05T06:46:00+00:00,286
MM Макромир HD,Xminimax-makromir,OK,102.67,2026-09-07T04:30:00+00:00,297
MM Мегамир HD,Xminimax-megamir,STALE,-3.5,2026-09-02T18:20:00+00:00,169
MS Prisons HD,Xminimax-ms-prisons,OK,102.65,2026-09-07T04:29:00+00:00,233
MM Агата Кристи HD,Xminimax-agata,OK,102.77,2026-09-07T04:36:00+00:00,251
MM Стивен Кинг HD,Xminimax-st-king,OK,102.97,2026-09-07T04:48:00+00:00,245
BCU Ultra 4K,Xbcu-ultra4k,OK,94.85,2026-09-06T20:41:00+00:00,118
BCU Premiere Ultra 4K,Xbcu-premiere-4k,OK,98.4,2026-09-07T00:14:00+00:00,118
BCU Сваты 4K,Xbcu-svaty,OK,98.87,2026-09-07T00:42:00+00:00,295
Кино UHD 4k,Xkino-ultra-hd,OK,96.05,2026-09-06T21:53:00+00:00,192
CineMan Relax 4K,Xcineman-relax,OK,98.3,2026-09-07T00:08:00+00:00,113
BOX Serial 4K,Xbox-serial4k,OK,99.1,2026-09-07T00:56:00+00:00,292
BOX Remast 4K,Xbox-remast-4k,OK,98.72,2026-09-07T00:33:00+00:00,120
BOX Relax 4K,Xbox-relax,OK,87.98,2026-09-06T13:49:00+00:00,19
YOSSO-4K,Xyosso-4k,OK,55.47,2026-09-05T05:18:00+00:00,88
Bear TV МегаКадр RU UHD,000101_MegaKadr,OK,103.04,2026-09-07T04:52:10+00:00,81
Bear TV Золотой Экран RU UHD,000102_GoldenScreen,OK,102.62,2026-09-07T04:27:12+00:00,86
Bear TV КиноВремя RU UHD,000104_KinoTime,OK,103.29,2026-09-07T05:07:06+00:00,88
Bear TV КиноМир RU UHD,000105_SerialWorld,OK,102.36,2026-09-07T04:11:26+00:00,84
Bear TV Хитовый Экран RU UHD,000109_SerialHit,OK,102.72,2026-09-07T04:33:16+00:00,85
Bear TV Фильмонавт RU UHD,000110_Filmonavt,OK,103.45,2026-09-07T05:16:50+00:00,90
Bear TV КиноГоризонт RU UHD,000113_KinoHorizon,OK,103.66,2026-09-07T05:29:34+00:00,81
Bear TV Сюжет ТВ RU UHD,000115_SyuzhetTV,OK,102.98,2026-09-07T04:48:34+00:00,82
Bear TV Кадр Плюс RU UHD,000116_KadrPlus,OK,103.14,2026-09-07T04:58:19+00:00,84
Bear TV КиноПульс RU UHD,000117_KinoPulse,OK,103.48,2026-09-07T05:18:57+00:00,89
Bear TV Экран 24 RU UHD,000121_Ekran24,OK,103.72,2026-09-07T05:33:19+00:00,83
Bear TV Ночной Сеанс RU UHD,000130_NightSeans,OK,102.26,2026-09-07T04:05:21+00:00,80
Bear TV Премьера Live RU UHD,000131_PremiereLive,OK,104.2,2026-09-07T06:02:00+00:00,87
Bear TV КиноМаршрут RU UHD,000132_KinoMarshrut,OK,104.29,2026-09-07T06:07:18+00:00,83
Bear TV Легенды Экрана RU UHD,000133_LegendsEkrana,OK,103.54,2026-09-07T05:22:26+00:00,70
Bear TV КиноВолна RU UHD,000135_MovieWave,OK,103.31,2026-09-07T05:08:31+00:00,88
Bear TV КиноОрбита RU UHD,000137_CinemaOrbit,OK,104.14,2026-09-07T05:58:09+00:00,71
Bear TV Галактика Кино RU UHD,000139_FilmGalaxy,OK,102.96,2026-09-07T04:47:41+00:00,75
Bear TV КиноСфера RU UHD,000141_KinoSphere,OK,102.53,2026-09-07T04:21:31+00:00,78
Bear TV КиноДрайв RU UHD,000143_KinoDrive,OK,103.32,2026-09-07T05:09:18+00:00,82
Bear TV Блокбастер ТВ RU UHD,000144_BlockbusterTV,OK,102.85,2026-09-07T04:41:07+00:00,79
Bear TV Фильм Канал RU UHD,000199_FilmKanal,OK,103.76,2026-09-07T05:35:28+00:00,83
Bear TV КиноЛиния RU UHD,000201_KinoLine,OK,102.84,2026-09-07T04:40:21+00:00,87
Bear TV КиноЗвезда RU UHD,000202_MovieStar,OK,102.65,2026-09-07T04:28:48+00:00,84
Bear TV КиноАрена RU UHD,000203_KinoArena,OK,103.78,2026-09-07T05:36:44+00:00,82
Bear TV Экран Будущего RU UHD,000204_EkranFuture,OK,102.52,2026-09-07T04:20:58+00:00,80
Bear TV Кино Нова RU UHD,000205_CinemaNova,OK,103.59,2026-09-07T05:25:37+00:00,85
Bear TV КиноФокус RU UHD,000206_KinoFocus,OK,102.66,2026-09-07T04:29:38+00:00,84
Bear TV ФильмПоток RU UHD,000207_FilmPotok,OK,103.69,2026-09-07T05:31:27+00:00,84
Bear TV КиноМикс RU UHD,000208_KinoMix,OK,103.88,2026-09-07T05:42:42+00:00,72
Bear TV КиноКлассика RU UHD,000209_KinoClassic,OK,103.76,2026-09-07T05:35:38+00:00,87
Bear TV СуперСеанс RU UHD,000210_SuperSeans,OK,103.6,2026-09-07T05:25:52+00:00,80
Bear TV КиноДом RU UHD,000211_HDKinoDom,OK,102.41,2026-09-07T04:14:27+00:00,79
Bear TV КиноПланета RU UHD,000212_KinoPlanet,OK,103.74,2026-09-07T05:34:33+00:00,88
Bear TV КиноНочь RU UHD,000213_MovieNight,OK,103.39,2026-09-07T05:13:23+00:00,77
Bear TV КиноПортал RU UHD,000214_KinoPortal,OK,103.58,2026-09-07T05:24:56+00:00,85
Bear TV Экран Премиум RU UHD,000215_EkranPremium,OK,102.86,2026-09-07T04:41:22+00:00,86
Bear TV КиноСвет RU UHD,000216_KinoSvet,OK,104.21,2026-09-07T06:02:21+00:00,76
Bear TV ФильмЭкспресс RU UHD,000217_FilmExpress,OK,103.9,2026-09-07T05:44:12+00:00,83
Bear TV Парк Кино RU UHD,000218_SerialPark,OK,102.52,2026-09-07T04:21:09+00:00,85
Bear TV Время Кино RU UHD,000219_CinemaTime,OK,102.72,2026-09-07T04:33:11+00:00,82
Bear TV КиноМаяк RU UHD,000220_KinoMayak,OK,102.37,2026-09-07T04:12:04+00:00,79
Bear TV КиноБаза RU UHD,000221_KinoBaza,OK,103.97,2026-09-07T05:48:00+00:00,86
Bear TV ФильмЗона RU UHD,000222_FilmZone,OK,102.37,2026-09-07T04:12:18+00:00,95
Bear TV КиноИмперия RU UHD,000223_KinoEmpire,OK,103.65,2026-09-07T05:28:46+00:00,93
Bear TV Экран Хит RU UHD,000224_EkranHit,OK,103.18,2026-09-07T05:00:46+00:00,85
Bear TV Линия Кино RU UHD,000225_MovieLine,OK,103.55,2026-09-07T05:22:50+00:00,77
Bear TV КиноРитм RU UHD,000226_KinoRhythm,OK,104.31,2026-09-07T06:08:22+00:00,87
Bear TV Сеанс 24/7 RU UHD,000227_Seans247,OK,102.89,2026-09-07T04:43:19+00:00,85
Bear TV Киномания RU UHD,009999_KinoMania,OK,104.03,2026-09-07T05:52:04+00:00,74
Eurosport,Xeurosport1,OK,95.67,2026-09-06T21:30:00+00:00,113
Eurosport HD,Xeurosport1,OK,95.67,2026-09-06T21:30:00+00:00,113
Eurosport 4K,Xeurosport1,OK,95.67,2026-09-06T21:30:00+00:00,113
Eurosport 2,Xeurosport2,OK,97.17,2026-09-06T23:00:00+00:00,92
Eurosport 2 HD,Xeurosport2,OK,97.17,2026-09-06T23:00:00+00:00,92
Матч! ПРЕМЬЕР,Xmatch-premier,OK,95.92,2026-09-06T21:45:00+00:00,189
Матч Премьер HD,Xmatch-premier,OK,95.92,2026-09-06T21:45:00+00:00,189
Матч Арена,Xmatch-arena,OK,92.58,2026-09-06T18:25:00+00:00,168
Матч! Арена HD,Xmatch-arena,OK,92.58,2026-09-06T18:25:00+00:00,168
Матч! Планета,Xmatch-planeta,OK,95.08,2026-09-06T20:55:00+00:00,158
Матч ТВ,Xmatch-tv,OK,95.92,2026-09-06T21:45:00+00:00,185
Матч! HD,Xmatch-tv,OK,95.92,2026-09-06T21:45:00+00:00,185
Матч! 50fps,Xmatch-tv,OK,95.92,2026-09-06T21:45:00+00:00,185
Матч! Боец HD,Xmatch-boets,OK,94.75,2026-09-06T20:35:00+00:00,164
МАТЧ! Страна,Xmatch-nash-sport,OK,94.75,2026-09-06T20:35:00+00:00,231
Матч! Страна HD,Xmatch-nash-sport,OK,94.75,2026-09-06T20:35:00+00:00,231
Матч! Игра,Xmatch-igra,OK,96.0,2026-09-06T21:50:00+00:00,176
Матч! Игра HD,Xmatch-igra,OK,96.0,2026-09-06T21:50:00+00:00,176
Матч! Футбол 1 HD,Xmatch-football1,OK,95.83,2026-09-06T21:40:00+00:00,138
Матч Футбол 1,Xmatch-football1,OK,95.83,2026-09-06T21:40:00+00:00,138
Матч! Футбол 2 HD,Xmatch-football2,OK,94.08,2026-09-06T19:55:00+00:00,128
Матч! Футбол 3 HD,Xmatch-football3,OK,95.67,2026-09-06T21:30:00+00:00,137
Megogo Спорт HD,Xmegogo-sport,OK,46.17,2026-09-04T20:00:00+00:00,134
Megogo Футбол 1 HD,Xmegogo-football-1,OK,46.08,2026-09-04T19:55:00+00:00,140
Megogo Футбол 2 HD,Xmegogo-football-2,OK,46.17,2026-09-04T20:00:00+00:00,142
Megogo Футбол 3 HD,Xmegogo-football-3,OK,47.92,2026-09-04T21:45:00+00:00,143
Megogo Футбол 4 HD,Xmegogo-football-4,OK,96.17,2026-09-06T22:00:00+00:00,38
Megogo Футбол 5 HD,Xmegogo-football-5,OK,92.42,2026-09-06T18:15:00+00:00,30
Megogo Гонг,Xmegogo-gong,OK,94.83,2026-09-06T20:40:00+00:00,195
Setanta Sports Ukraine,Xsetanta-ua,OK,99.67,2026-09-07T01:30:00+00:00,114
Setanta Sports HD 50fps,Xsetanta-ua,OK,99.67,2026-09-07T01:30:00+00:00,114
Setanta Sports+ HD 50fps,Xsetanta-plus-ua,OK,99.67,2026-09-07T01:30:00+00:00,107
Setanta Sports+ Ukraine,Xsetanta-plus-ua,OK,99.67,2026-09-07T01:30:00+00:00,107
Setanta Sports 1 HD,Xsetanta-sports,OK,100.17,2026-09-07T02:00:00+00:00,119
Setanta Sports 2 HD,Xsetanta-sports-plus,OK,100.17,2026-09-07T02:00:00+00:00,105
Setanta Qazaqstan,Xsetanta-kz,OK,99.17,2026-09-07T01:00:00+00:00,160
Суспільне Спорт,Xsuspilne-sport-ua,OK,100.08,2026-09-07T01:55:00+00:00,224
Суспільне Спорт 50FPS,Xsuspilne-sport-ua,OK,100.08,2026-09-07T01:55:00+00:00,224
DiviSport,Xdivisport,OK,92.67,2026-09-06T18:30:00+00:00,120
Dynamo Kyiv TV,Xdynamo-kyiv-tv,OK,99.92,2026-09-07T01:45:00+00:00,128
Футбол,Xfootball-ru,OK,94.25,2026-09-06T20:05:00+00:00,140
Футбол HD,Xfootball-ru,OK,94.25,2026-09-06T20:05:00+00:00,140
Viju+ Sport,Xviasat-sport,OK,94.17,2026-09-06T20:00:00+00:00,125
Viju+ Sport HD,Xviasat-sport,OK,94.17,2026-09-06T20:00:00+00:00,125
Окко Спорт HD,Xokko-sport,OK,97.75,2026-09-06T23:35:00+00:00,126
Окко Футбол HD,Xokko-football,OK,99.58,2026-09-07T01:25:00+00:00,153
Окко.Прайм Спорт,Xokko-sport-2,OK,99.58,2026-09-07T01:25:00+00:00,166
Окко Чемпионат,Xokko-chemp,OK,120.17,2026-09-07T22:00:00+00:00,55
Старт Триумф HD,Xstart-triumf,OK,94.58,2026-09-06T20:25:00+00:00,153
Старт HD,Xstart,OK,94.17,2026-09-06T20:00:00+00:00,164
КХЛ,Xkxl,OK,96.0,2026-09-06T21:50:00+00:00,172
KHL Prime,Xkxl-hd,OK,96.08,2026-09-06T21:55:00+00:00,189
Хоккейный,Xxokkejny,OK,24.42,2026-09-03T22:15:00+00:00,82
Бокс ТВ,Xbox-tv,OK,95.67,2026-09-06T21:30:00+00:00,369
Sport 1 UA,Xsport1-ua,OK,95.17,2026-09-06T21:00:00+00:00,122
Sport 2 UA,Xsport2-ua,OK,94.33,2026-09-06T20:10:00+00:00,122
NBA TV,Xnba-tv,OK,89.67,2026-09-06T15:30:00+00:00,189
Мир Баскетбола,Xmir-basketbola,OK,96.08,2026-09-06T21:55:00+00:00,118
Мяч,Xfootbolny,OK,26.58,2026-09-04T00:25:00+00:00,87
Авто Плюс,Xavto-plus,OK,96.08,2026-09-06T21:55:00+00:00,1063
Extreme Sports,Xextreme-sports,OK,95.67,2026-09-06T21:30:00+00:00,201
Спортивный,Xsportivny,OK,26.83,2026-09-04T00:40:00+00:00,109
UDAR,Xufc,OK,92.17,2026-09-06T18:00:00+00:00,83
Живи активно HD,Xzhivi-aktivno,OK,91.9,2026-09-06T17:44:00+00:00,523
Русский Экстрим,Xrussky-ekstrim,OK,95.75,2026-09-06T21:35:00+00:00,274
Точка отрыва,Xtochka-otryva,OK,95.67,2026-09-06T21:30:00+00:00,442
Авто 24,Xavto24,OK,95.5,2026-09-06T21:20:00+00:00,690
Cars & Stars TV HD,Xcars-n-stars,OK,99.15,2026-09-07T00:59:00+00:00,6393
FightBox,Xfightbox-hd,OK,98.42,2026-09-07T00:15:00+00:00,110
TRACE Sport Stars,Xtrace-sport-stars,OK,95.67,2026-09-06T21:30:00+00:00,451
Fast&FunBox,Xfastfunbox-hd,OK,95.67,2026-09-06T21:30:00+00:00,440
MAINCAST SPORT,Xmaincast-sport,OK,94.08,2026-09-06T19:55:00+00:00,154
UPL.TV HD,Xupltv,OK,99.67,2026-09-07T01:30:00+00:00,118
QazSport,Xkazsport,OK,97.92,2026-09-06T23:45:00+00:00,146
BOX_SPORT_LIVE_1_HD,Xbox-sportcast-live1,OK,93.0,2026-09-06T18:50:00+00:00,42
BOX_SPORT_LIVE_2_HD,Xbox-sportcast-live2,OK,90.5,2026-09-06T16:20:00+00:00,18
BOX_SPORT_LIVE_3_HD,Xbox-sportcast-live3,OK,90.17,2026-09-06T16:00:00+00:00,14
BOX_SPORT_LIVE_4_HD,Xbox-sportcast-live4,OK,67.5,2026-09-05T17:20:00+00:00,4
BeIN Sport 1 HD,Xbein-sport-1,OK,21.75,2026-09-03T19:35:00+00:00,138
BeIN Sport 2 HD,Xbein-sport-2,OK,23.67,2026-09-03T21:30:00+00:00,101
BeIN Sport 3 HD,Xbein-sport-3,OK,22.42,2026-09-03T20:15:00+00:00,101
BeIN Sport 4 HD,Xbein-sport-4,OK,22.17,2026-09-03T20:00:00+00:00,107
TNT Sport 1 HD,Xbt-sport1,OK,101.92,2026-09-07T03:45:00+00:00,190
TNT Sport 2 HD,Xbt-sport2,OK,100.17,2026-09-07T02:00:00+00:00,223
TNT Sport 3 HD,Xbt-sport3,OK,101.92,2026-09-07T03:45:00+00:00,218
Sky Sports Mix,Xsky-sports-mix,OK,99.17,2026-09-07T01:00:00+00:00,263
Movistar Formula 1,Xno_epg_sport,OK,103.17,2026-09-07T05:00:00+00:00,116
Fox Sport 1 HD,Xno_epg_sport,OK,103.17,2026-09-07T05:00:00+00:00,116
Fox Sport 2 HD,Xno_epg_sport,OK,103.17,2026-09-07T05:00:00+00:00,116
Sky Sport Bundesliga HD,Xsky-sport-bl1,OK,102.17,2026-09-07T04:00:00+00:00,35
BOX Be ON Edge HD,Xbox-beonedge,OK,99.08,2026-09-07T00:55:00+00:00,127
BOX Be ON Edge 1 Live HD,Xbox-beonedge1live,OK,96.67,2026-09-06T22:30:00+00:00,74
BOX SportCast Live 1 HD,Xbox-sportcast-live1,OK,93.0,2026-09-06T18:50:00+00:00,42
BOX SportCast Live 2 HD,Xbox-sportcast-live2,OK,90.5,2026-09-06T16:20:00+00:00,18
BOX SportCast Live 3 HD,Xbox-sportcast-live3,OK,90.17,2026-09-06T16:00:00+00:00,14
BOX SportCast Live 4 HD,Xbox-sportcast-live4,OK,67.5,2026-09-05T17:20:00+00:00,4
Diema Sport HD,Xdiema-sport-1,OK,95.92,2026-09-06T21:45:00+00:00,152
Diema Sport 2 HD,Xdiema-sport-2,OK,95.17,2026-09-06T21:00:00+00:00,140
Diema Sport 3 HD,Xdiema-sport-3,OK,95.83,2026-09-06T21:40:00+00:00,163
Sport 1 Baltic,Xsport1-baltic,OK,95.17,2026-09-06T21:00:00+00:00,128
V Sport Ultra HD,Xv-sport-ultrahd,STALE,-1.83,2026-09-02T20:00:00+00:00,33
NHL Network,Xnhl-network-us,OK,102.17,2026-09-07T04:00:00+00:00,185
Sky Sports Tennis,Xsky-sports-tennis,OK,103.67,2026-09-07T05:30:00+00:00,128
Sky Sports Football UK,Xsky-sports-football,OK,101.92,2026-09-07T03:45:00+00:00,446
Discovery Channel HD,Xdiscovery-channel,OK,98.17,2026-09-07T00:00:00+00:00,272
National Geographic,Xnational-geographic-baltic,OK,96.58,2026-09-06T22:25:00+00:00,275
Nat Geo Wild HD,Xnat-geo-wild,OK,100.83,2026-09-07T02:40:00+00:00,318
Animal Planet HD,Xanimal-planet-eu,OK,98.67,2026-09-07T00:30:00+00:00,267
DocuBox HD,Xdocubox-hd,OK,95.83,2026-09-06T21:40:00+00:00,391
HGTV HD,Xhgtv,OK,98.67,2026-09-07T00:30:00+00:00,351
HD Life,Xhd-life,OK,95.58,2026-09-06T21:25:00+00:00,342
Viasat History HD CEE,Xhistory-viasat-en,OK,100.17,2026-09-07T02:00:00+00:00,210
Viasat Nature,Xviasat-nature-cee,OK,101.0,2026-09-07T02:50:00+00:00,295
Viasat Explore,Xviasat-explore-cee,OK,100.75,2026-09-07T02:35:00+00:00,238
Viasat History HD,Xviasat-history,OK,95.92,2026-09-06T21:45:00+00:00,250
Viju Explore HD,Xviasat-explore,OK,96.08,2026-09-06T21:55:00+00:00,330
Viju History HD,Xviasat-history,OK,95.92,2026-09-06T21:45:00+00:00,250
Viju Nature HD,Xviasat-nature,OK,95.5,2026-09-06T21:20:00+00:00,285
Viju+ Planet HD,Xviasat-nature-history-hd,OK,95.75,2026-09-06T21:35:00+00:00,371
TLC HD,X76699,OK,74.17,2026-09-06T00:00:00+00:00,84
Big Planet HD,Xbig-planet,OK,95.5,2026-09-06T21:20:00+00:00,345
Travel Channel HD,Xtravel-channel-pl,OK,101.58,2026-09-07T03:25:00+00:00,299
RTG HD,Xrtg-hd,OK,23.17,2026-09-03T21:00:00+00:00,260
H2 HD,Xh2,OK,95.67,2026-09-06T21:30:00+00:00,291
The Explorers,Xthe-explorers,OK,98.98,2026-09-07T00:49:00+00:00,1383
Travel+Adventure HD,Xtravel-adventure,OK,100.75,2026-09-07T02:35:00+00:00,360
Travel XP HD,Xtravel-xp-hd,OK,95.67,2026-09-06T21:30:00+00:00,451
Travel XP 4K,Xtravel-xp-hd,OK,95.67,2026-09-06T21:30:00+00:00,451
Глазами туриста HD,Xglazami-turista,OK,100.75,2026-09-07T02:35:00+00:00,417
Приключения HD,Xprikluchenia-hd,OK,95.83,2026-09-06T21:40:00+00:00,405
Большая Азия HD,Xbolshaya-azia,OK,95.75,2026-09-06T21:35:00+00:00,627
Поехали HD,Xpoexali,OK,95.75,2026-09-06T21:35:00+00:00,313
Живая природа HD,Xzhivaya-priroda,OK,101.12,2026-09-07T02:57:00+00:00,4556
Живая планета,Xzhivaya-planeta,OK,100.92,2026-09-07T02:45:00+00:00,418
Рыболов,Xoxotnik-i-rybolov,OK,95.92,2026-09-06T21:45:00+00:00,452
Охотник и рыболов HD,Xoxotnik-i-rybolov-hd,OK,95.75,2026-09-06T21:35:00+00:00,485
Охота и Рыбалка,Xoxota-i-rybalka,OK,96.0,2026-09-06T21:50:00+00:00,514
Рыбалка HD,Xrybalka,OK,98.5,2026-09-07T00:20:00+00:00,452
Диалоги о рыбалке,Xdialogi-o-rybalke,OK,96.0,2026-09-06T21:50:00+00:00,419
Дикая охота HD,Xdikaya-oxota-hd,OK,95.5,2026-09-06T21:20:00+00:00,404
