playlist_name,group,source,source_id,output_tvg_id,now,next,verified_binding_ok,binding_rule
M2 HD,Музыкальные,iptv-online-primary,Xm2-ua,Xm2-ua,,,,
О2ТВ,Музыкальные,iptv-online-primary,Xo2tv,Xo2tv,,,,
Ля-минор,Музыкальные,iptv-online-primary,Xla-minor,Xla-minor,,,,
Bridge TV русский хит,Музыкальные,iptv-online-primary,Xbridge-tv-ruxit,Xbridge-tv-ruxit,,,,
MCM Top,Музыкальные,iptv-online-primary,Xmcm-top,Xmcm-top,,,,
Black,Музыкальные,iptv-online-primary,Xsony-turbo,Xsony-turbo,,,,
Страна FM,Музыкальные,iptv-online-primary,Xradio-strana-fm-tv,Xradio-strana-fm-tv,,,,
Stars.TV,Музыкальные,iptv-online-primary,Xstars-tv,Xstars-tv,,,,
Матур ТВ,Музыкальные,iptv-online-primary,Xmatur-tv,Xmatur-tv,,,,
Первый Музыкальный BY,Музыкальные,iptv-online-primary,Xonemuz,Xonemuz,,,,
4Fun Kids,Музыкальные,iptv-online-primary,X4fun-gold,X4fun-gold,,,,
4Fun Dance,Музыкальные,iptv-online-primary,X4fun-dance,X4fun-dance,,,,
4fun.TV,Музыкальные,iptv-online-primary,X4fun,X4fun,,,,
BOX Music 2 4K HDR,Музыкальные,iptv-online-primary,Xbox-music-4k,Xbox-music-4k,,,,
Eska TV HD,Музыкальные,iptv-online-primary,Xeskatv,Xeskatv,,,,
Eska Rock TV HD,Музыкальные,iptv-online-primary,Xeskatv-rock,Xeskatv-rock,,,,
KBC-НАШ ROCK,Музыкальные,iptv-online-primary,X39824,X39824,,,,
YOSSO TV Music Hits,Музыкальные,iptv-online-primary,Xyosso-musichits,Xyosso-musichits,,,,
BOX Music 4K,Музыкальные,iptv-online-primary,Xbox-music-4k,Xbox-music-4k,,,,
МУЗЫКА Live,Музыкальные,iptv-online-primary,Xla-minor,Xla-minor,,,,
M6 Music,Музыкальные,iptv-online-primary,Xm6-music-fr,Xm6-music-fr,,,,
Vantage Music,Музыкальные,iptv-online-primary,Xvantage-music,Xvantage-music,,,,
Vantage Dance,Музыкальные,iptv-online-primary,Xvantage-dance,Xvantage-dance,,,,
Vantage Rock,Музыкальные,iptv-online-primary,Xvantage-rock,Xvantage-rock,,,,
Vantage Classic,Музыкальные,iptv-online-primary,Xvantage-classic,Xvantage-classic,,,,
Беларусь 1,Беларусь,iptv-online-primary,Xbelarus1,Xbelarus1,,,,
Беларусь 2,Беларусь,iptv-online-primary,Xbelarus2,Xbelarus2,,,,
Беларусь 3,Беларусь,iptv-online-primary,Xbelarus3,Xbelarus3,,,,
Беларусь 5,Беларусь,iptv-online-primary,Xbelarus5,Xbelarus5,,,,
БелРос HD,Беларусь,iptv-online-primary,Xtro,Xtro,,,,
Беларусь 24,Беларусь,iptv-online-primary,Xbelarus24,Xbelarus24,,,,
РТР HD,Беларусь,iptv-online-primary,Xrtr-belarus,Xrtr-belarus,,,,
СТВ,Беларусь,iptv-online-primary,Xstv-by,Xstv-by,,,,
ОНТ,Беларусь,iptv-online-primary,Xont-by,Xont-by,,,,
Спорт ТВ [BY],Беларусь,iptv-online-primary,Xsport-tv-by,Xsport-tv-by,,,,
8 канал Беларусь,Беларусь,iptv-online-primary,X8kanal-by,X8kanal-by,,,,
НТВ Беларусь,Беларусь,iptv-online-primary,Xntv-belarus,Xntv-belarus,,,,
Мир Беларусь HD,Беларусь,iptv-online-primary,Xmir,Xmir,,,,
ТВ3 Беларусь,Беларусь,iptv-online-primary,Xtv3-by,Xtv3-by,,,,
Звязда,Беларусь,iptv-online-primary,Xzvyazda-by,Xzvyazda-by,,,,
СкиФ Витебск,Беларусь,iptv-online-primary,Xskif-vitebsk,Xskif-vitebsk,,,,
Яснае ТВ HD,Беларусь,iptv-online-primary,Xminsk-tv,Xminsk-tv,,,,
Витебск,Беларусь,iptv-online-primary,Xvitebsk,Xvitebsk,,,,
Первый Информационный HD,Беларусь,iptv-online-primary,Xpervy-info-by,Xpervy-info-by,,,,
RU.TV,Беларусь,iptv-online-primary,Xru-tv-by,Xru-tv-by,,,,
TV1 HD,Литва,iptv-online-primary,Xtv1-lt,Xtv1-lt,,,,
2TV HD,Литва,iptv-online-primary,Xliuks,Xliuks,,,,
TV3 HD,Литва,iptv-online-primary,Xtv3-lt,Xtv3-lt,,,,
TV6 HD,Литва,iptv-online-primary,Xtv6-lt,Xtv6-lt,,,,
TV8 HD,Литва,iptv-online-primary,Xtv8-lt,Xtv8-lt,,,,
LTV1,Литва,iptv-online-primary,Xltv1,Xltv1,,,,
LTV7,Литва,iptv-online-primary,Xltv7,Xltv7,,,,
BTV HD,Литва,iptv-online-primary,Xbtv,Xbtv,,,,
LNK HD,Литва,iptv-online-primary,Xlnk,Xlnk,,,,
LRT HD,Литва,iptv-online-primary,Xlrt-tv,Xlrt-tv,,,,
Lietuvos ryto TV HD,Литва,iptv-online-primary,Xlietuvos-ryto-televizija,Xlietuvos-ryto-televizija,,,,
TV3 Plus,Литва,iptv-online-primary,Xtv3-plus-lt,Xtv3-plus-lt,,,,
LRT Plius HD,Литва,iptv-online-primary,Xlrt-kultura,Xlrt-kultura,,,,
Balticum TV HD,Литва,iptv-online-primary,Xbalticum-tv,Xbalticum-tv,,,,
Balticum Platinum HD,Литва,iptv-online-primary,Xbalticum-platinum,Xbalticum-platinum,,,,
Balticum Auksinis HD,Литва,iptv-online-primary,Xbalticum-auksinis,Xbalticum-auksinis,,,,
Info TV HD,Литва,iptv-online-primary,Xinfo-tv,Xinfo-tv,,,,
Delfi TV HD,Литва,iptv-online-primary,Xdelfi-tv,Xdelfi-tv,,,,
Viasat Kino World HD,Литва,iptv-online-primary,Xtv1000-premium,Xtv1000-premium,,,,
Filmzone Plus HD,Литва,iptv-online-primary,Xfilmzone-lt,Xfilmzone-lt,,,,
Filmzone HD,Литва,iptv-online-primary,Xfilmzone-lt,Xfilmzone-lt,,,,
Epic Drama,Литва,iptv-online-primary,Xepik-drama,Xepik-drama,,,,
Go3 Films HD,Литва,iptv-online-primary,Xtv1000-cee,Xtv1000-cee,,,,
Kidzone Max HD,Литва,iptv-online-primary,Xkidzone,Xkidzone,,,,
Sport 1 HD,Литва,iptv-online-primary,Xsport1-lt,Xsport1-lt,,,,
Go3 Sport 1 HD,Литва,iptv-online-primary,Xtvplay-sports,Xtvplay-sports,,,,
Go3 Sport 2 HD,Литва,iptv-online-primary,Xtvplay-sports-plus,Xtvplay-sports-plus,,,,
Go3 Sport 3 HD,Литва,iptv-online-primary,Xtv3-sport-3,Xtv3-sport-3,,,,
Go3 Sport Open HD,Литва,iptv-online-primary,Xtv3-sport-open,Xtv3-sport-open,,,,
Movify Kino,Литва,iptv-online-primary,Xmovify-kino,Xmovify-kino,,,,
Movify Series,Литва,iptv-online-primary,Xmovify-series,Xmovify-series,,,,
Movify History,Литва,iptv-online-primary,Xmovify-history,Xmovify-history,,,,
Re TV,Литва,iptv-online-primary,Xre-tv,ReTV.lv@SD,,,,
Sea TV,Литва,iptv-online-primary,Xsea-tv,Xsea-tv,,,,
TV3 Life,Литва,iptv-online-primary,Xlnt,Xlnt,,,,
TV3 HD,Латвия,iptv-online-primary,Xtv3-lv,Xtv3-lv,,,,
TV6,Латвия,iptv-online-primary,Xtv6-lv,Xtv6-lv,,,,
TV6 HD,Латвия,iptv-online-primary,Xtv6-lv,Xtv6-lv,,,,
LTV1 HD,Латвия,iptv-online-primary,Xltv1,Xltv1,,,,
LTV7 HD,Латвия,iptv-online-primary,Xltv7,Xltv7,,,,
TV3 Plus HD,Латвия,iptv-online-primary,X3-plus-latvia,X3-plus-latvia,,,,
TV3 Life HD,Латвия,iptv-online-primary,Xlnt,Xlnt,,,,
Go3 Films HD,Латвия,iptv-online-primary,Xtv1000-premium,Xtv1000-premium,,,,
STV Pirma!,Латвия,iptv-online-primary,Xstv-pirma!,Xstv-pirma!,,,,
360 TV HD,Латвия,iptv-online-primary,X360-lv,X360-lv,,,,
Kidzone Mini HD,Латвия,iptv-online-primary,Xkidzone,Xkidzone,,,,
Kidzone Max HD,Латвия,iptv-online-primary,Xkidzone,Xkidzone,,,,
Re:TV HD,Латвия,iptv-online-primary,Xre-tv,Xre-tv,,,,
LRT Lituanica,Латвия,iptv-online-primary,Xlrt-lituanica,Xlrt-lituanica,,,,
BTV,Латвия,iptv-online-primary,Xbtv,Xbtv,,,,
ETV,Эстония,iptv-online-primary,Xetv-ee,Xetv-ee,,,,
ETV 2,Эстония,iptv-online-primary,Xetv2-ee,Xetv2-ee,,,,
ETV+ HD,Эстония,iptv-online-primary,Xetv-plus-ee,Xetv-plus-ee,,,,
Kanal 2,Эстония,iptv-online-primary,Xkanal-2-ee,Xkanal-2-ee,,,,
TV3,Эстония,iptv-online-primary,Xtv3-ee,Xtv3-ee,,,,
Viasat Kino,Эстония,iptv-online-primary,Xtv1000-cee,Xtv1000-cee,,,,
Go3 Films HD,Эстония,iptv-online-primary,Xtv1000-premium,Xtv1000-premium,,,,
Duo 3,Эстония,iptv-online-primary,Xsony-channel-ee,Xsony-channel-ee,,,,
Duo 5,Эстония,iptv-online-primary,Xkanal-12-ee,Xkanal-12-ee,,,,
Duo 4,Эстония,iptv-online-primary,Xkanal-11-ee,Xkanal-11-ee,,,,
Eesti Kanal,Эстония,iptv-online-primary,Xeesti-kanal,Xeesti-kanal,,,,
National Geographic,Эстония,iptv-online-primary,Xnational-geographic-baltic,Xnational-geographic-baltic,,,,
RTL HD DE,Германия,iptv-online-primary,Xrtl,Xrtl,,,,
RTL UHD,Германия,iptv-online-primary,Xrtl,Xrtl,,,,
RTL UP HD,Германия,iptv-online-primary,X76722,X76722,,,,
RTL Live HD DE,Германия,iptv-online-primary,X76673,X76673,,,,
RTL Crime HD DE,Германия,iptv-online-primary,X76700,X76700,,,,
RTL Passion HD,Германия,iptv-online-primary,X76804,X76804,,,,
Sky Sport Bundesliga HD,Германия,iptv-online-primary,Xsky-sport-bl1,Xsky-sport-bl1,,,,
Sat.1 HD DE,Германия,iptv-online-primary,Xsat1,Xsat1,,,,
SAT.1 Gold HD,Германия,iptv-online-primary,X76716,X76716,,,,
Sky Sport Austria HD DE,Германия,iptv-online-primary,Xsky-sport-aus,Xsky-sport-aus,,,,
Sky Sports F1 HD,Германия,iptv-online-primary,Xsky-sports-f1,Xsky-sports-f1,,,,
Sky Sport Top Event HD,Германия,iptv-online-primary,X10675,X10675,,,,
Sky Sport Golf HD,Германия,iptv-online-primary,Xsky-sports-golf,Xsky-sports-golf,,,,
Sky Sport 1 HD DE,Германия,iptv-online-primary,Xsky-sport-hd1,Xsky-sport-hd1,,,,
Sky Sport Mix,Германия,iptv-online-primary,X10785,X10785,,,,
Sky Sport Tennis HD,Германия,iptv-online-primary,X10634,X10634,,,,
ORF SPORT+,Германия,iptv-online-primary,X76756,X76756,,,,
Sport 1 HD,Германия,iptv-online-primary,X401577,X401577,,,,
ESports 1,Германия,iptv-online-primary,XeSports1.de,XeSports1.de,,,,
Sport 1+,Германия,iptv-online-primary,XSPORT1+.de,XSPORT1+.de,,,,
Eurosport 1 HD,Германия,iptv-online-primary,X76619,X76619,,,,
SAT.1 emotions HD,Германия,iptv-online-primary,Xtnt-serie-de,Xtnt-serie-de,,,,
Sky Crime,Германия,iptv-online-primary,X10908,X10908,,,,
Sky One HD,Германия,iptv-online-primary,X401732,X401732,,,,
Sky Showcase HD,Германия,iptv-online-primary,X10918,X10918,,,,
Sky Nature,Германия,iptv-online-primary,X10640,X10640,,,,
Sky Documentaries,Германия,iptv-online-primary,X10620,X10620,,,,
Sky Krimi HD,Германия,iptv-online-primary,X76663,X76663,,,,
Sky Cinema Premieren HD,Германия,iptv-online-primary,Xsky-cinema-premieren,Xsky-cinema-premieren,,,,
Sky Cinema Family HD,Германия,iptv-online-primary,Xsky-cinema-family,Xsky-cinema-family,,,,
Sky Cinema Action HD,Германия,iptv-online-primary,Xsky-cinema-action,Xsky-cinema-action,,,,
Sky Cinema Highlights,Германия,iptv-online-primary,X321554,X321554,,,,
Sky Atlantic HD DE,Германия,iptv-online-primary,Xsky-atlantic,Xsky-atlantic,,,,
Comedy Central HD DE,Германия,iptv-online-primary,X76742,X76742,,,,
Universal TV HD DE,Германия,iptv-online-primary,X76662,X76662,,,,
NOW HD,Германия,iptv-online-primary,X76694,X76694,,,,
VOX HD DE,Германия,iptv-online-primary,Xvox,Xvox,,,,
Warner TV Serie HD,Германия,iptv-online-primary,X76806,X76806,,,,
Warner TV Comedy HD,Германия,iptv-online-primary,X76679,X76679,,,,
Warner TV Film HD,Германия,iptv-online-primary,X76645,X76645,,,,
One HD,Германия,iptv-online-primary,X76738,X76738,,,,
Phoenix HD,Германия,iptv-online-primary,X76649,X76649,,,,
Geo Television HD,Германия,iptv-online-primary,X76800,X76800,,,,
Discovery HD DE,Германия,iptv-online-primary,X76686,X76686,,,,
Kabel Eins Doku HD,Германия,iptv-online-primary,X76715,X76715,,,,
TLC HD,Германия,iptv-online-primary,X76699,X76699,,,,
Toggo HD,Германия,iptv-online-primary,X76767,X76767,,,,
Toggo Plus HD,Германия,iptv-online-primary,X76789,X76789,,,,
Cartoon Network DE,Германия,iptv-online-primary,X76763,X76763,,,,
Disney HD DE,Германия,iptv-online-primary,X76786,X76786,,,,
Jukebox,Германия,iptv-online-primary,X76615,X76615,,,,
Das Erste HD,Германия,iptv-online-primary,X76674,X76674,,,,
arte HD DE,Германия,iptv-online-primary,Xarte-hd,Xarte-hd,,,,
ZDFinfo HD,Германия,iptv-online-primary,X76718,X76718,,,,
ZDFneo HD,Германия,iptv-online-primary,X76739,X76739,,,,
ZDF HD DE,Германия,iptv-online-primary,Xzdf,Xzdf,,,,
SIXX HD DE,Германия,iptv-online-primary,X76614,X76614,,,,
Kabel Eins HD,Германия,iptv-online-primary,Xkabel-1,Xkabel-1,,,,
Kabel Eins classic HD,Германия,iptv-online-primary,X76725,X76725,,,,
ProSieben HD DE,Германия,iptv-online-primary,Xprosieben,Xprosieben,,,,
ProSieben Maxx HD DE,Германия,iptv-online-primary,Xprosieben-maxx,Xprosieben-maxx,,,,
NITRO HD,Германия,iptv-online-primary,X76787,X76787,,,,
Romance TV DE,Германия,iptv-online-primary,X76624,X76624,,,,
3 Sat HD DE,Германия,iptv-online-primary,X76682,X76682,,,,
NDR HD DE,Германия,iptv-online-primary,X76748,X76748,,,,
SWR Fernsehen RP HD,Германия,iptv-online-primary,X76693,X76693,,,,
HR HD DE,Германия,iptv-online-primary,X76648,X76648,,,,
Bibel TV HD,Германия,iptv-online-primary,X76794,X76794,,,,
Anixe HD DE,Германия,iptv-online-primary,X76745,X76745,,,,
Motorvision TV DE,Германия,iptv-online-primary,X76630,X76630,,,,
ORF 2 HD,Германия,iptv-online-primary,X76616,X76616,,,,
ORF 3 HD,Германия,iptv-online-primary,X76734,X76734,,,,
ATV DE,Германия,iptv-online-primary,X76810,X76810,,,,
ATV 2 DE,Германия,iptv-online-primary,X76638,X76638,,,,
KIKA HD DE,Германия,iptv-online-primary,X76680,X76680,,,,
Crime + Investigation,Германия,iptv-online-primary,X76667,X76667,,,,
QVC HD,Германия,iptv-online-primary,X76697,X76697,,,,
QVC ZWEI HD,Германия,iptv-online-primary,X76618,X76618,,,,
DF1 HD,Германия,iptv-online-primary,X182674,X182674,,,,
RiC NEU,Германия,iptv-online-primary,X76731,X76731,,,,
oe24.TV HD,Германия,iptv-online-primary,X100304,X100304,,,,
Heimatkanal,Германия,iptv-online-primary,X76675,X76675,,,,
1-2-3.tv HD,Германия,iptv-online-primary,X123.tv.de,X123.tv.de,,,,
HSE Extra HD,Германия,iptv-online-primary,X76737,X76737,,,,
Channel 9 HD,Израиль,iptv-online-primary,Xערוץ.9.שידור.חי.il,Xערוץ.9.שידור.חי.il,,,,
Keshet 12 HD,Израиль,iptv-online-primary,X991603,X991603,,,,
Reshet 13 HD,Израиль,iptv-online-primary,X991604,X991604,,,,
now 14 HD,Израиль,iptv-online-primary,X991622,X991622,,,,
Channel 24,Израиль,iptv-online-primary,X991612,X991612,,,,
Kan 11 HD,Израиль,iptv-online-primary,X991576,X991576,,,,
Hot Cinema 1 HD,Израиль,iptv-online-primary,X991584,X991584,,,,
Hot Cinema 2 HD,Израиль,iptv-online-primary,X991585,X991585,,,,
Hot Cinema 3 HD,Израиль,iptv-online-primary,X991586,X991586,,,,
Hot Cinema 4 HD,Израиль,iptv-online-primary,X991587,X991587,,,,
Hot 3 HD,Израиль,iptv-online-primary,X991599,X991599,,,,
Hot 8 HD,Израиль,iptv-online-primary,Xערוץ.8.שידור.חי.il,Xערוץ.8.שידור.חי.il,,,,
BollyWood HD,Израиль,iptv-online-primary,Xbollywood-hd,XBollywood.Series.il,,,,
HOT Zone HD,Израиль,iptv-online-primary,X991583,X991583,,,,
Yam Tiсhoni HD,Израиль,iptv-online-primary,X991600,X991600,,,,
Hop!,Израиль,iptv-online-primary,X991589,X991589,,,,
One HD,Израиль,iptv-online-primary,X991623,X991623,,,,
One 2 HD,Израиль,iptv-online-primary,X991784,X991784,,,,
Sport 1 HD,Израиль,iptv-online-primary,X991787,X991787,,,,
Sport 2 HD,Израиль,iptv-online-primary,X991796,X991796,,,,
Sport 3 HD,Израиль,iptv-online-primary,X991788,X991788,,,,
Sport 4 HD,Израиль,iptv-online-primary,X991783,X991783,,,,
Sport 5 HD,Израиль,iptv-online-primary,X991606,X991606,,,,
Sport 5 Stars HD,Израиль,iptv-online-primary,X991790,X991790,,,,
Sport 5 Plus HD,Израиль,iptv-online-primary,X991605,X991605,,,,
Sport 5 Live HD,Израиль,iptv-online-primary,X991593,X991593,,,,
Home+,Израиль,iptv-online-primary,X991573,X991573,,,,
Super!,Италия,iptv-online-primary,Xsuperplus,Xsuperplus,,,,
Travel XP,Испания,iptv-online-primary,Xtravel-xp-hd,Xtravel-xp-hd,,,,
Polsat HD,Польша,iptv-online-primary,Xpolsat,Xpolsat,,,,
Polsat 2,Польша,iptv-online-primary,Xpolsat2,Xpolsat2,,,,
TVP Polonia,Польша,iptv-online-primary,Xtvp-polonia,Xtvp-polonia,,,,
TVN Siedem HD,Польша,iptv-online-primary,XTVN.7.HD.pl,XTVN.7.HD.pl,,,,
TVP 1 HD,Польша,iptv-online-primary,Xtvp1,Xtvp1,,,,
TVP 2 HD,Польша,iptv-online-primary,Xtvp2,Xtvp2,,,,
TVP 3 HD,Польша,iptv-online-primary,Xtvp3,Xtvp3,,,,
TVP Kultura,Польша,iptv-online-primary,Xtvp-kultura,Xtvp-kultura,,,,
TVP Rozrywka,Польша,iptv-online-primary,XTVP.Rozrywka.pl,XTVP.Rozrywka.pl,,,,
TV4 HD PL,Польша,iptv-online-primary,Xtv4-pl,Xtv4-pl,,,,
TV6 HD PL,Польша,iptv-online-primary,Xtv6-pl,Xtv6-pl,,,,
BBC Lifestyle HD,Польша,iptv-online-primary,XBBC.Lifestyle.HD.pl,XBBC.Lifestyle.HD.pl,,,,
BBC Brit HD,Польша,iptv-online-primary,XBBC.Brit.HD.pl,XBBC.Brit.HD.pl,,,,
13 Ulica HD,Польша,iptv-online-primary,X13ulica-pl,X13ulica-pl,,,,
TVN 24 HD,Польша,iptv-online-primary,Xtvn24-pl,Xtvn24-pl,,,,
TVP INFO HD,Польша,iptv-online-primary,Xtvp-info,Xtvp-info,,,,
Polsat News,Польша,iptv-online-primary,Xpolsat-news,Xpolsat-news,,,,
Polsat News 2,Польша,iptv-online-primary,Xpolsat-news-2,Xpolsat-news-2,,,,
Polsat Film HD PL,Польша,iptv-online-primary,Xpolsat-film,Xpolsat-film,,,,
TVP Seriale HD,Польша,iptv-online-primary,Xtvp-seriale,Xtvp-seriale,,,,
Ale Kino+ HD,Польша,iptv-online-primary,Xale-kino-plus,Xale-kino-plus,,,,
AMC HD PL,Польша,iptv-online-primary,XAMC.HD.pl,XAMC.HD.pl,,,,
Epic Drama HD,Польша,iptv-online-primary,XEpic.Drama.HD.pl,XEpic.Drama.HD.pl,,,,
Polsat Play HD PL,Польша,iptv-online-primary,Xpolsat-play,Xpolsat-play,,,,
Polsat Cafe HD PL,Польша,iptv-online-primary,Xpolsat-cafe,Xpolsat-cafe,,,,
E! Entertainment,Польша,iptv-online-primary,XE!.Entertainment.HD.pl,XE!.Entertainment.HD.pl,,,,
TeleToon+ HD,Польша,iptv-online-primary,Xteletoon-pl,Xteletoon-pl,,,,
Romance TV HD,Польша,iptv-online-primary,XRomance.TV.HD.pl,XRomance.TV.HD.pl,,,,
Warner TV,Польша,iptv-online-primary,Xwarner-pl,Xwarner-pl,,,,
Kino TV HD,Польша,iptv-online-primary,Xkino-tv-pl,Xkino-tv-pl,,,,
Cinemax HD,Польша,iptv-online-primary,Xcinemax,Xcinemax,,,,
Cinemax 2 HD,Польша,iptv-online-primary,Xcinemax2,Xcinemax2,,,,
CANAL+ Film HD,Польша,iptv-online-primary,Xcanal-pl-film,Xcanal-pl-film,,,,
CANAL+ Family HD,Польша,iptv-online-primary,Xcanal-pl-family,Xcanal-pl-family,,,,
CANAL+ Seriale HD,Польша,iptv-online-primary,Xcanal-pl-seriale,Xcanal-pl-seriale,,,,
CANAL+ Premium HD,Польша,iptv-online-primary,Xcanal-pl-premium,Xcanal-pl-premium,,,,
FilmBox Action HD PL,Польша,iptv-online-primary,Xfilmbox-action-pl,Xfilmbox-action-pl,,,,
FilmBox Family HD PL,Польша,iptv-online-primary,Xfilmbox-family-pl,Xfilmbox-family-pl,,,,
FilmBox Premium HD PL,Польша,iptv-online-primary,Xfilmbox-premium-pl,Xfilmbox-premium-pl,,,,
FilmBox Extra HD PL,Польша,iptv-online-primary,Xfilmbox-extra-pl,Xfilmbox-extra-pl,,,,
HBO HD,Польша,iptv-online-primary,Xhbo-hd,Xhbo-hd,,,,
HBO2 HD,Польша,iptv-online-primary,Xhbo2-hd,Xhbo2-hd,,,,
HBO3 HD,Польша,iptv-online-primary,Xhbo3-hd,Xhbo3-hd,,,,
WP HD,Польша,iptv-online-primary,XWP.pl,XWP.pl,,,,
SciFi HD,Польша,iptv-online-primary,XSCI.FI.HD.pl,XSCI.FI.HD.pl,,,,
Planete+ HD PL,Польша,iptv-online-primary,Xplanete-pl,Xplanete-pl,,,,
Polsat Viasat Nature HD,Польша,iptv-online-primary,Xpolsat-viasat-nature,Xpolsat-viasat-nature,,,,
Discovery Channel HD PL,Польша,iptv-online-primary,Xdiscovery-channel-pl,Xdiscovery-channel-pl,,,,
Discovery Life HD PL,Польша,iptv-online-primary,Xdiscovery-life-pl,Xdiscovery-life-pl,,,,
Discovery History HD PL,Польша,iptv-online-primary,Xdiscovery-historia-pl,Xdiscovery-historia-pl,,,,
ID Investigation Discovery PL,Польша,iptv-online-primary,XID.HD.pl,XID.HD.pl,,,,
History 2 HD,Польша,iptv-online-primary,Xh2-pl,Xh2-pl,,,,
History HD,Польша,iptv-online-primary,Xhistory-pl,Xhistory-pl,,,,
TVP Historia HD,Польша,iptv-online-primary,Xtvp-historia,Xtvp-historia,,,,
Travel Channel HD,Польша,iptv-online-primary,Xtravel-channel-pl,Xtravel-channel-pl,,,,
CANAL+ Kuchnia HD,Польша,iptv-online-primary,Xcanal-pl-kuchnia,Xcanal-pl-kuchnia,,,,
Sport Klub PL,Польша,iptv-online-primary,Xsportklub-pl,Xsportklub-pl,,,,
TVP Sport HD,Польша,iptv-online-primary,Xtvp-sport,Xtvp-sport,,,,
Eleven Sports 1 4K,Польша,iptv-online-primary,Xeleven-sports-1,Xeleven-sports-1,,,,
Eleven Sports 1 HD,Польша,iptv-online-primary,Xeleven-sports-1,Xeleven-sports-1,,,,
Eleven Sports 2 HD,Польша,iptv-online-primary,Xeleven-sports-2,Xeleven-sports-2,,,,
Eleven Sports 3 HD,Польша,iptv-online-primary,Xeleven-sports-3,Xeleven-sports-3,,,,
CANAL+ Sport 1 HD PL,Польша,iptv-online-primary,Xcanal-pl-sport-1,Xcanal-pl-sport-1,,,,
CANAL+ Sport 3 HD PL,Польша,iptv-online-primary,Xcanal-pl-sport-3,Xcanal-pl-sport-3,,,,
CANAL+ Sport 4 HD PL,Польша,iptv-online-primary,Xcanal-pl-sport-4,Xcanal-pl-sport-4,,,,
CANAL+ Sport 5 HD PL,Польша,iptv-online-primary,Xcanal-pl-sport-5,Xcanal-pl-sport-5,,,,
Eurosport 1 HD PL,Польша,iptv-online-primary,Xeurosport1-pl,Xeurosport1-pl,,,,
Eurosport 2 HD PL,Польша,iptv-online-primary,Xeurosport2-pl,Xeurosport2-pl,,,,
FightBox HD,Польша,iptv-online-primary,Xfightbox-hd,Xfightbox-hd,,,,
Motowizija,Польша,iptv-online-primary,Xmotowizja-pl,Xmotowizja-pl,,,,
Extreme Sport,Польша,iptv-online-primary,Xextreme-sports,Xextreme-sports,,,,
Polsat Sport,Польша,iptv-online-primary,Xpolsat-sport,Xpolsat-sport,,,,
Polsat Sport 2,Польша,iptv-online-primary,Xpolsat-sport-extra,Xpolsat-sport-extra,,,,
Polsat Sport 3,Польша,iptv-online-primary,Xpolsat-sport-extra,Xpolsat-sport-extra,,,,
Polsat Sport Premium 1 HD,Польша,iptv-online-primary,Xpolsat-sport-pr1,Xpolsat-sport-pr1,,,,
Polsat Sport Premium 2 HD,Польша,iptv-online-primary,Xpolsat-sport-pr2,Xpolsat-sport-pr2,,,,
Polsat Sport Premium 3 HD,Польша,iptv-online-primary,Xpolsat-sport-pr3,Xpolsat-sport-pr3,,,,
Polsat Sport Premium 4 HD,Польша,iptv-online-primary,Xpolsat-sport-pr4,Xpolsat-sport-pr4,,,,
Polsat Sport Premium 5 HD,Польша,iptv-online-primary,Xpolsat-sport-pr5,Xpolsat-sport-pr5,,,,
Polsat Games HD,Польша,iptv-online-primary,Xpolsat-games,Xpolsat-games,,,,
Polsat Sport Fight,Польша,iptv-online-primary,Xpolsat-sport-fight,Xpolsat-sport-fight,,,,
Zoom TV,Польша,iptv-online-primary,XZOOM.TV.HD.pl,XZOOM.TV.HD.pl,,,,
Polo TV,Польша,iptv-online-primary,XPolo.TV.HD.pl,XPolo.TV.HD.pl,,,,
Sundance HD,Польша,iptv-online-primary,Xsundance-pl,Xsundance-pl,,,,
Puls 2 HD,Польша,iptv-online-primary,XPULS.2.HD.pl,XPULS.2.HD.pl,,,,
Polsat Music HD,Польша,iptv-online-primary,Xpolsat-music,Xpolsat-music,,,,
Paramount Network,Польша,iptv-online-primary,Xparamount-network-pl,Xparamount-network-pl,,,,
1 TV,Грузия,iptv-online-primary,X1TV_GE,X1TV_GE,,,,
Imedi TV,Грузия,iptv-online-primary,Ximedi,Ximedi,,,,
Palitra News,Грузия,iptv-online-primary,XPalitra_news,XPalitra_news,,,,
GDS TV,Грузия,iptv-online-primary,XGDS,XGDS,,,,
Adjara TV,Грузия,iptv-online-primary,XAdjara,XAdjara,,,,
Pirveli,Грузия,iptv-online-primary,XTVPirveli,XTVPirveli,,,,
Rustavi 2,Грузия,iptv-online-primary,XRustavi2,XRustavi2,,,,
Comedy Arkhi,Грузия,iptv-online-primary,XComedyArkhi,XComedyArkhi,,,,
Formula,Грузия,iptv-online-primary,XFormula,XFormula,,,,
Marao,Грузия,iptv-online-primary,XMarao,XMarao,,,,
Ertsulovneba,Грузия,iptv-online-primary,XErtsulovneba,XErtsulovneba,,,,
BMG,Грузия,iptv-online-primary,XBMG,XBMG,,,,
Euronews Georgia,Грузия,iptv-online-primary,XEURONEWS_GE,XEURONEWS_GE,,,,
Silk Universal,Грузия,iptv-online-primary,XSilk_Universal,XSilk_Universal,,,,
Setanta Sports 2,Грузия,iptv-online-primary,XSetanta Sports 2,XSetanta Sports 2,,,,
Moldova 1 HD,Молдова,iptv-online-primary,Xmoldova-1,Xmoldova-1,,,,
