playlist_name,playlist_tvg_id,output_tvg_id,group,region,source,source_id,method,confidence
Setanta Sports Premium HD,,setanta-sports-premium,Спорт,,openbox-tsd,setanta-sports-premium,name,90
Setanta Sports 1 HD,Xsetanta-sports,Xsetanta-sports,Спорт,,openbox-tsd,setanta-sports-1,name,90
Setanta Qazaqstan,Xsetanta-kz,Xsetanta-kz,Спорт,,openbox-tsd,setanta-qazaqstan,name,90
Суспільне Спорт,Xsuspilne-sport-ua,Xsuspilne-sport-ua,Спорт,,openbox-tsd,ua-sport,name,90
КХЛ,Xkxl,Xkxl,Спорт,,openbox-tsd,khl,name,90
KHL Prime,Xkxl-hd,Xkxl-hd,Спорт,,openbox-tsd,khl-prime,name,90
Бокс ТВ,Xbox-tv,Xbox-tv,Спорт,,openbox-tsd,boks-tv,name,90
Авто Плюс,Xavto-plus,Xavto-plus,Спорт,,openbox-tsd,avto-plyus,name,90
Extreme Sports,Xextreme-sports,Xextreme-sports,Спорт,,openbox-tsd,extreme-sports,name,90
Спортивный,Xsportivny,Xsportivny,Спорт,,openbox-tsd,sportivniy,name,90
Живи активно HD,Xzhivi-aktivno,Xzhivi-aktivno,Спорт,,openbox-tsd,zhivi-aktivno,name,90
MMA-TV HD,,mma-tv,Спорт,,openbox-tsd,mma-tv,name,90
Equalympic HD,X	no_epg_sport,X	no_epg_sport,Спорт,,openbox-tsd,equalympic,name,90
FightBox,Xfightbox-hd,Xfightbox-hd,Спорт,,openbox-tsd,fightbox,name,90
Fast&FunBox,Xfastfunbox-hd,Xfastfunbox-hd,Спорт,,openbox-tsd,fast-and-funbox,name,90
UPL.TV HD,Xupltv,Xupltv,Спорт,,openbox-tsd,upl-tv,name,90
Sport 1 Baltic,Xsport1-baltic,Xsport1-baltic,Спорт,,openbox-tsd,sport-1-baltic,name,90
DocuBox HD,Xdocubox-hd,Xdocubox-hd,Познавательные,,openbox-tsd,docubox-hd,name,90
Viju Explore HD,Xviasat-explore,Xviasat-explore,Познавательные,,openbox-tsd,viasat-explore-ru,name,90
Big Planet HD,Xbig-planet,Xbig-planet,Познавательные,,openbox-tsd,big-planet,name,90
RTG HD,Xrtg-hd,Xrtg-hd,Познавательные,,openbox-tsd,rtg-tv-hd,name,90
Travel+Adventure HD,Xtravel-adventure,Xtravel-adventure,Познавательные,,openbox-tsd,travel-plus-adventure,name,90
Глазами туриста HD,Xglazami-turista,Xglazami-turista,Познавательные,,openbox-tsd,glazami-turista,name,90
Приключения HD,Xprikluchenia-hd,Xprikluchenia-hd,Познавательные,,openbox-tsd,priklyucheniya-hd,name,90
Большая Азия HD,Xbolshaya-azia,Xbolshaya-azia,Познавательные,,openbox-tsd,bolshaya-aziya,name,90
Поехали HD,Xpoexali,Xpoexali,Познавательные,,openbox-tsd,poehali,name,90
Живая природа HD,Xzhivaya-priroda,Xzhivaya-priroda,Познавательные,,openbox-tsd,zhivaya-priroda,name,90
Живая планета,Xzhivaya-planeta,Xzhivaya-planeta,Познавательные,,openbox-tsd,zhivaya-planeta,name,90
Охота и Рыбалка,Xoxota-i-rybalka,Xoxota-i-rybalka,Познавательные,,openbox-tsd,ohota-i-ribalka,name,90
Дикая охота HD,Xdikaya-oxota-hd,Xdikaya-oxota-hd,Познавательные,,openbox-tsd,dikaya-ohota-hd,name,90
Дикая рыбалка HD,Xdikaya-rybalka-hd,Xdikaya-rybalka-hd,Познавательные,,openbox-tsd,dikaya-ribalka-hd,name,90
Continent E,Xcontinent-e,Xcontinent-e,Познавательные,,openbox-tsd,continent-e,name,90
Трофей HD,Xtrofey,Xtrofey,Познавательные,,openbox-tsd,trofey,name,90
Загородная Жизнь,Xzagorodnaya-zhizn,Xzagorodnaya-zhizn,Познавательные,,openbox-tsd,zagorodnaya-zhizn,name,90
Загородный,Xzagorodny,Xzagorodny,Познавательные,,openbox-tsd,zagorodniy-tv,name,90
Усадьба,Xusadba,Xusadba,Познавательные,,openbox-tsd,usadba,name,90
6 соток,X6sotok,X6sotok,Познавательные,,openbox-tsd,6-sotok,name,90
Дача HD,Xdacha,Xdacha,Познавательные,,openbox-tsd,dacha,name,90
Про Київ,,pro-kiiv,Познавательные,,openbox-tsd,pro-kiiv,name,90
Знаєм 24,,znaem-24,Познавательные,,openbox-tsd,znaem-24,name,90
Дикий,Xdikiy,Xdikiy,Познавательные,,openbox-tsd,dikiy,name,90
Арсенал HD,Xarsenaltv,Xarsenaltv,Познавательные,,openbox-tsd,arsenal,name,90
Мужской,Xmuzhskoy,Xmuzhskoy,Познавательные,,openbox-tsd,muzhskoy,name,90
Наука 2.0,Xnauka-20,Xnauka-20,Познавательные,,openbox-tsd,nauka-ru,name,90
Моя Планета,Xmoya-planeta,Xmoya-planeta,Познавательные,,openbox-tsd,moya-planeta,name,90
Совершенно секретно,Xsovsek,Xsovsek,Познавательные,,openbox-tsd,sovershenno-sekretno,name,90
Кто есть кто,Xkto-est-kto,Xkto-est-kto,Познавательные,,openbox-tsd,kto-est-kto,name,90
История,Xistoria,Xistoria,Познавательные,,openbox-tsd,istoriya,name,90
365 дней ТВ,X365-dnej,X365-dnej,Познавательные,,openbox-tsd,365-dney-tv,name,90
Психология 21,Xpsixologia-21,Xpsixologia-21,Познавательные,,openbox-tsd,psihologiya-21,name,90
Вопросы и ответы,Xvoprosy-i-otvety,Xvoprosy-i-otvety,Познавательные,,openbox-tsd,voprosi-i-otveti,name,90
Оружие,Xoruzhie,Xoruzhie,Познавательные,,openbox-tsd,oruzhie,name,90
Terra,Xterra-ru,Xterra-ru,Познавательные,,openbox-tsd,terra,name,90
Terra HD,Xterra-ru,Xterra-ru,Познавательные,,openbox-tsd,terra,name,90
Машина часу,,mashina-chasu,Познавательные,,openbox-tsd,mashina-chasu,name,90
Домашние Животные,Xdomashnie-zhivotnye,Xdomashnie-zhivotnye,Познавательные,,openbox-tsd,domashnie-zhivotnie,name,90
Ocean TV,Xocean-tv,Xocean-tv,Познавательные,,openbox-tsd,okean-tv,name,90
Sea TV HD,Xsea-tv,Xsea-tv,Познавательные,,openbox-tsd,sea-tv,name,90
Galaxy,Xgalaxy-tv,Xgalaxy-tv,Познавательные,,openbox-tsd,galaxy,name,90
Моя стихия,Xmorskoy,Xmorskoy,Познавательные,,openbox-tsd,moya-stihiya,name,90
Телепутешествия,Xteleputeshestvia,Xteleputeshestvia,Познавательные,,openbox-tsd,teleputeshestviya,name,90
В мире животных HD,Xv-mire-zhivotnyx-hd,Xv-mire-zhivotnyx-hd,Познавательные,,openbox-tsd,v-mire-zhivotnih,name,90
Первый Космический HD,Xeureka-hd,Xeureka-hd,Познавательные,,openbox-tsd,1-kosmicheskiy,name,90
Quiz TV,Xquiz-tv,Xquiz-tv,Познавательные,,openbox-tsd,quiz-tv,name,90
Світло HD,Xepoque,Xepoque,Познавательные,,openbox-tsd,svitlo,name,90
Терра,Xterra,Xterra,Познавательные,,openbox-tsd,terra,name,90
Фауна,Xfauna,Xfauna,Познавательные,,openbox-tsd,fauna,name,90
Масон ТВ,Xmason-tv,Xmason-tv,Познавательные,,openbox-tsd,mason-tv,name,90
UTravel,Xutravel,Xutravel,Познавательные,,openbox-tsd,utravel,name,90
CGTN Русский,Xcctv-ru,Xcctv-ru,Познавательные,,openbox-tsd,cgtn-ru,name,90
BOX Docu HD,Xbox-docu,Xbox-docu,Познавательные,,openbox-tsd,box-docu,name,90
BOX Travel HD,Xbox-travel,Xbox-travel,Познавательные,,openbox-tsd,box-travel,name,90
Curiosity Stream HD,Xcuriosity-stream,Xcuriosity-stream,Познавательные,,openbox-tsd,curiosity-stream,name,90
Кто Куда,Xmir-uvlecheniy,Xmir-uvlecheniy,Познавательные,,openbox-tsd,mir-uvlecheniy,name,90
Драйв,Xdrive,Xdrive,Познавательные,,openbox-tsd,drayv,name,90
Ключ,Xkluch,Xkluch,Познавательные,,openbox-tsd,klyuch,name,90
myZen.tv HD,Xmyzen-tv,Xmyzen-tv,Познавательные,,openbox-tsd,myzen-tv,name,90
Зоопарк,Xzoopark,Xzoopark,Познавательные,,openbox-tsd,zoopark,name,90
Кто Куда,Xmir-uvlecheniy,Xmir-uvlecheniy,Познавательные,,openbox-tsd,mir-uvlecheniy,name,90
MM Открытия HD,Xminimax-otkritiya,Xminimax-otkritiya,Познавательные,,openbox-tsd,mm-otkritiya,name,90
Museum 4K,Xmuseum-4k,Xmuseum-4k,Познавательные,,openbox-tsd,museum-hd,name,90
Глазами туриста 4K,Xglazami-turista-4k,Xglazami-turista-4k,Познавательные,,openbox-tsd,glazami-turista,name,90
Jim Jam,Xjimjam,Xjimjam,Детские,,openbox-tsd,jim-jam,name,90
СТС kids,Xsts-kids-hd,Xsts-kids-hd,Детские,,openbox-tsd,sts-kids,name,90
СТС Kids HD,Xsts-kids-hd,Xsts-kids-hd,Детские,,openbox-tsd,sts-kids,name,90
NIKI Kids,Xniki-kids,Xniki-kids,Детские,,openbox-tsd,niki-kids,name,90
NIKI Junior,Xniki-junior,Xniki-junior,Детские,,openbox-tsd,niki-junior,name,90
Детский мир,Xdetsky-mir,Xdetsky-mir,Детские,,openbox-tsd,detskiy-mir,name,90
Уникум,Xdetsky,Xdetsky,Детские,,openbox-tsd,unikum,name,90
BCU Мультсериал,Xbcu-multserial,Xbcu-multserial,Детские,,openbox-tsd,bcu-multserial,name,90
BCU Little HD,Xbcu-little,Xbcu-little,Детские,,openbox-tsd,bcu-little,name,90
Kids TV,Xkidstv,Xkidstv,Детские,,openbox-tsd,kids-tv,name,90
Карусель,Xkarusel,Xkarusel,Детские,,openbox-tsd,karusel,name,90
Мульт,Xmult,Xmult,Детские,,openbox-tsd,mult,name,90
В гостях у сказки,Xv-gostiax-u-skazki,Xv-gostiax-u-skazki,Детские,,openbox-tsd,v-gostyah-u-skazki,name,90
MYTV  Kids,XMyTVmytvkids-4,XMyTVmytvkids-4,Детские,,openbox-tsd,mytv-kids,name,90
Плюс Плюс,Xplusplus,Xplusplus,Детские,,openbox-tsd,plyus-plyus,name,90
Sweet Мультфільми HD,no_epg_cinema,sweet-multfilmi,Детские,,openbox-tsd,sweet-multfilmi,name,90
Ani,Xani,Xani,Детские,,openbox-tsd,ani,name,90
Cine+ Kids,Xcine-plus-kids,Xcine-plus-kids,Детские,,openbox-tsd,cine-plus-kids,name,90
Капитан Фантастика,Xginger-hd,Xginger-hd,Детские,,openbox-tsd,kapitan-fantastika,name,90
2x2,X2na2,X2na2,Детские,,openbox-tsd,2x2,name,90
KinoKazka,Xkinokazka,Xkinokazka,Детские,,openbox-tsd,kinokazka,name,90
Мама,Xmama,Xmama,Детские,,openbox-tsd,mama,name,90
Радость моя,Xradost-moya,Xradost-moya,Детские,,openbox-tsd,radost-moya,name,90
О!,Xo_,Xo_,Детские,,openbox-tsd,o-rus,name,90
Cartoons 90,Xcartoons-90,Xcartoons-90,Детские,,openbox-tsd,cartoons-90,name,90
Cartoons Short,Xcartoons-short,Xcartoons-short,Детские,,openbox-tsd,cartoons-short,name,90
Cartoons Big,Xcartoons-big,Xcartoons-big,Детские,,openbox-tsd,cartoons-big,name,90
FAN HD,Xfanhd,Xfanhd,Детские,,openbox-tsd,fan-tv,name,90
BOX Anime HD,Xbox-anime,Xbox-anime,Детские,,openbox-tsd,box-anime,name,90
BOX M.Serial HD,Xbox-m-serial,Xbox-m-serial,Детские,,openbox-tsd,box-m-serial,name,90
CineMan KIDS 4K,Xcineman-kids4k,Xcineman-kids4k,Детские,,openbox-tsd,cineman-kids-4k,name,90
CPS Cartoon,,cps-cartoon,Детские,,openbox-tsd,cps-cartoon,alias,100
КВН ТВ,Xkvn-tv,Xkvn-tv,Разное,,openbox-tsd,kvn-tv,name,90
ТВОЁ ТВ HD - ЮМОР,Xtvoetv-humor,Xtvoetv-humor,Разное,,openbox-tsd,tvoe-tv-yumor,name,90
ТВОЁ ТВ HD,Xtvoyo-tv-hd,Xtvoyo-tv-hd,Разное,,openbox-tsd,tvoe-tv,name,90
НТВ Право,Xntv-pravo,Xntv-pravo,Разное,,openbox-tsd,ntv-pravo,name,90
FashionBox,Xfashionbox-hd,Xfashionbox-hd,Разное,,openbox-tsd,fashionbox-hd,name,90
Доктор,Xdoktor,Xdoktor,Разное,,openbox-tsd,doktor,name,90
Здоровое ТВ,Xzdorovoe-tv,Xzdorovoe-tv,Разное,,openbox-tsd,zdorovoe-tv,name,90
Театр,Xteatr,Xteatr,Разное,,openbox-tsd,teatr-tv,name,90
Кухня ТВ,Xkuxnia-tv,Xkuxnia-tv,Разное,,openbox-tsd,kuhnya-tv,name,90
Союз,Xsoyuz,Xsoyuz,Разное,,openbox-tsd,soyuz,name,90
Успех,Xuspex,Xuspex,Разное,,openbox-tsd,uspeh,name,90
Ностальгия,Xnostalgia,Xnostalgia,Разное,,openbox-tsd,nostalgiya,name,90
Живи!,Xzhivi,Xzhivi,Разное,,openbox-tsd,zhivi,name,90
Сарафан,Xsarafan,Xsarafan,Разное,,openbox-tsd,sarafan,name,90
English Club TV,Xenglish-club-tv,Xenglish-club-tv,Разное,,openbox-tsd,english-club-tv,name,90
4ever Music HD,X4ever-music,X4ever-music,Музыкальные,,openbox-tsd,4ever-music,alias,100
Жара HD,Xzhara,Xzhara,Музыкальные,,openbox-tsd,zhara,name,90
Жара,Xzhara,Xzhara,Музыкальные,,openbox-tsd,zhara,name,90
Megogo Live HD,Xmegogo-live,Xmegogo-live,Музыкальные,,openbox-tsd,megogo-live,name,90
Bridge TV Classic,Xbridge-tv-classic,Xbridge-tv-classic,Музыкальные,,openbox-tsd,bridge-tv-classic,name,90
Bridge TV,Xbridge-tv,Xbridge-tv,Музыкальные,,openbox-tsd,bridge-tv,name,90
Bridge TV Шлягер,Xbridge-tv-shlager,Xbridge-tv-shlager,Музыкальные,,openbox-tsd,bridge-tv-shlyager,name,90
Muzvar HD,Xmuzwar,Xmuzwar,Музыкальные,,openbox-tsd,muzvar,name,90
Mezzo,Xmezzo,Xmezzo,Музыкальные,,openbox-tsd,mezzo,name,90
Mezzo Live HD,Xmezzo-live-hd,Xmezzo-live-hd,Музыкальные,,openbox-tsd,mezzo-live-hd,name,90
Шансон ТВ,Xshanson-tv,Xshanson-tv,Музыкальные,,openbox-tsd,shanson-tv,name,90
Мультимузыка,Xmultimuzyka,Xmultimuzyka,Музыкальные,,openbox-tsd,multimuzika,name,90
Музыка,Xmuzyka-pervogo,Xmuzyka-pervogo,Музыкальные,,openbox-tsd,muzika,name,90
Ля-минор,Xla-minor,Xla-minor,Музыкальные,,openbox-tsd,lya-minor,name,90
Black,,black,Музыкальные,,openbox-tsd,black,name,90
Наше music HD,Xnashe,Xnashe,Музыкальные,,openbox-tsd,nashe-music-hd,name,90
UA.Music HD,,ua-music,Музыкальные,,openbox-tsd,ua-music,name,90
EU Music HD,,eu-music,Музыкальные,,openbox-tsd,eu-music,name,90
AIVA,,aiva,Музыкальные,,openbox-tsd,aiva,name,90
Беларусь 1,Xbelarus1,Xbelarus1,Беларусь,BY,openbox-tsd,belarus-1,name,90
Беларусь 3,Xbelarus3,Xbelarus3,Беларусь,BY,openbox-tsd,belarus-3,name,90
Беларусь 4 Витебск,Xbelarus4,Xbelarus4,Беларусь,BY,openbox-tsd,belarus-4-vitebsk,name,90
Беларусь 5,Xbelarus5,Xbelarus5,Беларусь,BY,openbox-tsd,belarus-5,name,90
БелРос HD,Xtro,Xtro,Беларусь,BY,openbox-tsd,soyuzniy,name,90
Беларусь 24,Xbelarus24,Xbelarus24,Беларусь,BY,openbox-tsd,belarus-24,name,90
СТВ,Xstv-by,Xstv-by,Беларусь,BY,openbox-tsd,stv,name,90
ОНТ,Xont-by,Xont-by,Беларусь,BY,openbox-tsd,ont,name,90
Спорт ТВ [BY],Xsport-tv-by,Xsport-tv-by,Беларусь,BY,openbox-tsd,sport-tv-by,name,90
8 канал Беларусь,X8kanal-by,X8kanal-by,Беларусь,BY,openbox-tsd,8-kanal-belarus,name,90
Яснае ТВ HD,Xminsk-tv,Xminsk-tv,Беларусь,BY,openbox-tsd,yasnae-tv,name,90
Первый Информационный HD,Xpervy-info-by,Xpervy-info-by,Беларусь,BY,openbox-tsd,1-info-by,name,90
NEXT Volt,Xnext-volt,Xnext-volt,Кинозалы,,next-dedicated,NEXTVolt,name,90
NEXT Blaze,Xnext-blaze,Xnext-blaze,Кинозалы,,next-dedicated,NEXTBlaze,name,90
NEXT Spark,Xnext-spark,Xnext-spark,Кинозалы,,next-dedicated,NEXTSpark,name,90
NEXT Mythic,Xnext-mythic,Xnext-mythic,Кинозалы,,next-dedicated,NEXTMythic,name,90
NEXT Shadow,Xnext-shadow,Xnext-shadow,Кинозалы,,next-dedicated,NEXTShadow,name,90
NEXT Vibe,Xnext-vibe,Xnext-vibe,Кинозалы,,next-dedicated,NEXTVibe,name,90
NEXT Aura,Xnext-aura,Xnext-aura,Кинозалы,,next-dedicated,NEXTAura,name,90
NEXT Venture,Xnext-venture,Xnext-venture,Кинозалы,,next-dedicated,NEXTVenture,name,90
NEXT Epic,Xnext-epic,Xnext-epic,Кинозалы,,next-dedicated,NEXTEpic,name,90
NEXT Horizon,Xnext-horizon,Xnext-horizon,Кинозалы,,next-dedicated,NEXTHorizon,name,90
NEXT Joy,Xnext-joy,Xnext-joy,Кинозалы,,next-dedicated,NEXTJoy,name,90
NEXT Echo,Xnext-echo,Xnext-echo,Кинозалы,,next-dedicated,NEXTEcho,name,90
NEXT Fusion,Xnext-fusion,Xnext-fusion,Кинозалы,,next-dedicated,NEXTFusion,name,90
NEXT Vision,Xnext-vision,Xnext-vision,Кинозалы,,next-dedicated,NEXTVision,name,90
NEXT Bolt,Xnext-bolt,Xnext-bolt,Кинозалы,,next-dedicated,NEXTBolt,name,90
NEXT Pulse,Xnext-pulse,Xnext-pulse,Кинозалы,,next-dedicated,NEXTPulse,name,90
NEXT Strike,Xnext-strike,Xnext-strike,Кинозалы,,next-dedicated,NEXTStrike,name,90
NEXT Quest,Xnext-quest,Xnext-quest,Кинозалы,,next-dedicated,NEXTQuest,name,90
NEXT Peak,Xnext-peak,Xnext-peak,Кинозалы,,next-dedicated,NEXTPeak,name,90
Душевное HD,Xdushevnoe-hd,Xdushevnoe-hd,Кино,,bcumedia-dedicated,Душевное HD,name,90
Остросюжетное HD,Xostrosiuzhetnoe-hd,Xostrosiuzhetnoe-hd,Кино,,bcumedia-dedicated,Остросюжетное HD,name,90
Премиальное HD,Xkinopremium-hd,Xkinopremium-hd,Кино,,bcumedia-dedicated,Премиальное HD,name,90
Шокирующее,Xshokiruyushchee-hd,Xshokiruyushchee-hd,Кино,,bcumedia-dedicated,Шокирующее HD,name,90
Комедийное,Xkomedijnoe-hd,Xkomedijnoe-hd,Кино,,bcumedia-dedicated,Комедийное HD,name,90
Кинопоказ,Xkinopokaz,Xkinopokaz,Кино,,bcumedia-dedicated,Кинопоказ HD,name,90
NOW Series HD,Xnow-series,Xnow-series,Кино,,bcumedia-dedicated,NOW Series HD,name,90
Воен ТВ,Xvoentv-by,Xvoentv-by,Кино,,bcumedia-dedicated,Воен ТВ HD,name,90
Тех Лет ТВ,,Тех Лет ТВ,Кино,,bcumedia-dedicated,Тех Лет ТВ,name,90
Муви ТВ,Xmuvitv,Xmuvitv,Кино,,bcumedia-dedicated,Муви ТВ,name,90
Ужасы HD,,Ужасы HD,Кино,,bcumedia-dedicated,Ужасы HD,name,90
Кино и Жизнь,,Кино и жизнь HD,Кино,,bcumedia-dedicated,Кино и жизнь HD,name,90
VHS-ка HD,Xvhs-ka,Xvhs-ka,Кино,,bcumedia-dedicated,VHS-ка HD,name,90
Go3 Films,Xtv1000-premium,Xtv1000-premium,Кино,,bcumedia-dedicated,Go3 Films HD,name,90
Киносериал,Xq-kino-alem,Xq-kino-alem,Кино,,bcumedia-dedicated,Киносериал HD,name,90
Кинодрама,Xq-kino-hit,Xq-kino-hit,Кино,,bcumedia-dedicated,Кинодрама HD,name,90
Семейное Кино,Xsemejnoe-kino-kz,Xsemejnoe-kino-kz,Кино,,bcumedia-dedicated,Семейное кино HD,name,90
Премиум Кино,Xpremium-kino-kz,Xpremium-kino-kz,Кино,,bcumedia-dedicated,Премиум кино HD,name,90
Кинобоевик,Xkinoboevik-kz,Xkinoboevik-kz,Кино,,bcumedia-dedicated,Кинобоевик HD,name,90
Мировое Кино,Xmirovoe-kino-kz,Xmirovoe-kino-kz,Кино,,bcumedia-dedicated,Мировое кино HD,name,90
Романтичное HD,Xromantichnoe,Xromantichnoe,Кино,,bcumedia-dedicated,Романтичное HD,name,90
САПФИР,Xsapfir,Xsapfir,Кино,,bcumedia-dedicated,Сапфир HD,name,90
Комедия,Xrusskaya-komedia,Xrusskaya-komedia,Кино,,bcumedia-dedicated,Комедия,name,90
Индия,Xzee-tv,Xzee-tv,Кино,,bcumedia-dedicated,Индия HD,name,90
Мы,,МЫ HD,Кино,,bcumedia-dedicated,МЫ HD,name,90
Timeless Dizi Channel,,Timeless Dizi Channel HD,Кино,,bcumedia-dedicated,Timeless Dizi Channel HD,name,90
Movify Kino,Xmovify-kino,Xmovify-kino,Кино,,bcumedia-dedicated,Movify Kino,name,90
BCU Catastrophe HD,Xbcu-catastrophe,Xbcu-catastrophe,Кинозалы,,bcumedia-dedicated,BCU Catastrophe HD,name,90
BCUMEDIA HD,,BCUMedia HD,Кинозалы,,bcumedia-dedicated,BCUMedia HD,name,90
BCUMEDIA OLD,,BCUMedia OLD,Кинозалы,,bcumedia-dedicated,BCUMedia OLD,name,90
HGTV HD,Xhgtv,Xhgtv,Познавательные,,bcumedia-dedicated,HGTV HD,name,90
Охотник и рыболов HD,Xoxotnik-i-rybolov-hd,Xoxotnik-i-rybolov-hd,Познавательные,,bcumedia-dedicated,Охотник и рыболов HD,name,90
One Planet HD,Xone-planet,Xone-planet,Познавательные,,bcumedia-dedicated,ONE Planet HD,name,90
Чемодан ТВ HD,Xchemodan,Xchemodan,Познавательные,,bcumedia-dedicated,Чемодан ТВ HD,name,90
Quadro 4K,Xquadro4k,Xquadro4k,Познавательные,,bcumedia-dedicated,Quadro 4K,name,90
RAZ 1,Xraz1,Xraz1,Познавательные,,bcumedia-dedicated,Raz 1 HD,name,90
RAZ 2,Xraz2,Xraz2,Познавательные,,bcumedia-dedicated,Raz 2 HD,name,90
Чижик,Xchizhik,Xchizhik,Детские,,bcumedia-dedicated,Чижик HD,name,90
MM USSR Драма HD,Xminimax-ussr-fantastika,Xminimax-ussr-fantastika,Кинозалы,,minimax-mm-dedicated,ussr-fantastika-mm,name,90
MM Воронины HD,Xminimax-voronini,Xminimax-voronini,Кинозалы,,minimax-mm-dedicated,voronini-mm,name,90
MM Полицейский С Рублёвки HD,Xminimax-police,Xminimax-police,Кинозалы,,minimax-mm-dedicated,police-mm,name,90
Plan B,Xplan-b,Xplan-b,Кино,,tvteam,ch459,name,90
BOX Serial HD,Xbox-serial,Xbox-serial,Кинозалы,,tvteam,ch2301,name,90
TVPlay Игра Престолов HD,,ch3768,Кинозалы,,tvteam,ch3768,name,90
TVPlay Космический,,ch3771,Кинозалы,,tvteam,ch3771,name,90
KLI Fantasy HD,Xklifantasy,Xklifantasy,Кинозалы,,tvteam,ch4074,name,90
Velilla TV Морские дьяволы HD,velillatvseadevils,velillatvseadevils,Кинозалы,,tvteam,ch3152,name,90
Velilla TV Морские дьяволы 2 HD,velillatvseadevilsparttwo,velillatvseadevilsparttwo,Кинозалы,,tvteam,ch2874,name,90
Velilla TV Русский Сериал HD,velillaruserial,velillaruserial,Кинозалы,,tvteam,ch3137,name,90
Velilla TV Русские Мелодрамы HD,velillarusmelodrama,velillarusmelodrama,Кинозалы,,tvteam,ch2854,name,90
Velilla TV Кухня + Отель «Элеон» HD,velillatvcocina,velillatvcocina,Кинозалы,,tvteam,ch3288,name,90
Velilla TV Домашний HD,velillatvdomashniy,velillatvdomashniy,Кинозалы,,tvteam,ch3138,name,90
Velilla TV Вестерн HD,velillatvwestern,velillatvwestern,Кинозалы,,tvteam,ch3385,name,90
Velilla TV Action War Films HD,actionwarfilms,actionwarfilms,Кинозалы,,tvteam,ch3136,name,90
Velilla TV Мосгаз HD,velillamosgaz,velillamosgaz,Кинозалы,,tvteam,ch3139,name,90
Velilla TV Бандитский Петербург,banditpiter,banditpiter,Кинозалы,,tvteam,ch3824,name,90
Velilla TV Элен и ребята,heleneetlesgarcons,heleneetlesgarcons,Кинозалы,,tvteam,ch3839,name,90
Velilla TV Ситком HD,velillatvsitcom,velillatvsitcom,Кинозалы,,tvteam,ch1619,name,90
Velilla TV ИП Пирогова HD,velillatvpirogova,velillatvpirogova,Кинозалы,,tvteam,ch3287,name,90
Velilla TV Балабол HD,,ch4149,Кинозалы,,tvteam,ch4149,name,90
BOX Serial 4K,Xbox-serial4k,Xbox-serial4k,Кино 4K,,tvteam,ch2301,name,90
Velilla TV Cinema 4K,velilla4K,velilla4K,Кино 4K,,tvteam,ch3135,name,90
Velilla TV  The X - Files 4K,velillathexfiles4k,velillathexfiles4k,Кино 4K,,tvteam,ch1617,name,90
Velilla TV World Cup 1966,worldcup1966,worldcup1966,Спорт,,tvteam,ch4170,name,90
Velilla TV World Cup 1970,worldcup1970,worldcup1970,Спорт,,tvteam,ch3112,name,90
Velilla TV World Cup 1974,worldcup1974,worldcup1974,Спорт,,tvteam,ch828,name,90
Velilla TV World Cup 1978,worldcup1978,worldcup1978,Спорт,,tvteam,ch2116,name,90
Velilla TV World Cup 1982,worldcup1982,worldcup1982,Спорт,,tvteam,ch3595,name,90
Velilla TV World Cup 1986,worldcup1986,worldcup1986,Спорт,,tvteam,ch3596,name,90
Velilla TV World Cup 1998,worldcup1998,worldcup1998,Спорт,,tvteam,ch3297,name,90
Velilla TV World Cup 1990,worldcup1990,worldcup1990,Спорт,,tvteam,ch3427,name,90
Velilla TV World Cup 1994,worldcup1994,worldcup1994,Спорт,,tvteam,ch3157,name,90
Velilla TV World Cup 2002,worldcup2002,worldcup2002,Спорт,,tvteam,ch3428,name,90
Velilla TV World Cup 2006,worldcup2006,worldcup2006,Спорт,,tvteam,ch3158,name,90
Velilla TV World Cup 2010,worldcup2010,worldcup2010,Спорт,,tvteam,ch3159,name,90
Velilla TV World Cup 2014,worldcup2014,worldcup2014,Спорт,,tvteam,ch3160,name,90
Velilla TV World Cup 2018,worldcup2018,worldcup2018,Спорт,,tvteam,ch3161,name,90
Velilla TV World Cup 2022 HD,worldcup2022,worldcup2022,Спорт,,tvteam,ch1084,name,90
Velilla TV World Cup 2026 HD,worldcup2026,worldcup2026,Спорт,,tvteam,ch4169,name,90
Velilla TV EuroCup 1984,eurocup1984,eurocup1984,Спорт,,tvteam,ch3155,name,90
Velilla TV EuroCup 1988,eurocup1988,eurocup1988,Спорт,,tvteam,ch3156,name,90
Velilla TV EuroCup 1992,eurocup1992,eurocup1992,Спорт,,tvteam,ch1088,name,90
Velilla TV EuroCup 1996,eurocup1996,eurocup1996,Спорт,,tvteam,ch3426,name,90
Velilla TV EuroCup 2000,eurocup2000,eurocup2000,Спорт,,tvteam,ch3337,name,90
Velilla TV EuroCup 2004,eurocup2004,eurocup2004,Спорт,,tvteam,ch3339,name,90
Velilla TV EuroCup 2008 HD,eurocup2008,eurocup2008,Спорт,,tvteam,ch3822,name,90
Velilla TV EuroCup 2012 HD,eurocup2012,eurocup2012,Спорт,,tvteam,ch3823,name,90
Velilla TV EuroCup 2016 HD,eurocup2016,eurocup2016,Спорт,,tvteam,ch3838,name,90
Velilla TV EuroCup 2020 HD,eurocup2020,eurocup2020,Спорт,,tvteam,ch3819,name,90
Velilla TV EuroCup 2024 HD,eurocup2024,eurocup2024,Спорт,,tvteam,ch2004,name,90
Velilla TV FIFA Club World Cup 2025 HD,fifaclubworldcup2025,fifaclubworldcup2025,Спорт,,tvteam,ch3429,name,90
