playlist_name,playlist_tvg_id,output_tvg_id,group,region,source,source_id,method,confidence
Видеокассета VHS,,Видеокасета VHS,Кинозалы,,gabbarit-current,Видеокасета VHS,name,90
GL Series,Xgoldline-series,Xgoldline-series,Кинозалы,,gabbarit-current,GL Series [Сериалы],name,90
GL Survival,Xgoldline-survival,Xgoldline-survival,Кинозалы,,gabbarit-current,GL Survival [Выживание],name,90
GL Детектив,Xgoldline-detektiv,Xgoldline-detektiv,Кинозалы,,gabbarit-current,GL Детектив,name,90
GL Невский,XGL Невский,XGL Невский,Кинозалы,,gabbarit-current,GL Невский,name,90
GL Brief,Xgoldline-brief,Xgoldline-brief,Кинозалы,,gabbarit-current,GL Brief [Короткие истории],name,90
GL Evidence,Xgoldline-evidence,Xgoldline-evidence,Кинозалы,,gabbarit-current,GL Evidence [Улика],name,90
GL Exist,Xgoldline-exist,Xgoldline-exist,Кинозалы,,gabbarit-current,GL Exist [Существование],name,90
GL Island,Xgoldline-island,Xgoldline-island,Кинозалы,,gabbarit-current,GL Island [Остров],name,90
GL Naked&Funny,Xgoldline-naked,Xgoldline-naked,Кинозалы,,gabbarit-current,GL Naked&Funny [Голые и cмешные],name,90
GL Psycho,Xgoldline-psy,Xgoldline-psy,Кинозалы,,gabbarit-current,GL Psycho [Психо],name,90
TVPlay DC Comics HD,,TVPlay DC Comics HD,Кинозалы,,gabbarit-current,TVPlay DC Comics HD,name,90
jk_fargo,,jk_fargo,Кинозалы,,gabbarit-current,jk_fargo,name,90
Joker:Губка Боб,Xgubka_bob,Xgubka_bob,Кинозалы UA,,gabbarit-current,Joker:Губка Боб,name,90
Joker:Love,jk_love,jk_love,Кинозалы UA,,gabbarit-current,jk_love,id,99
Joker:Альф,jk_Alf,jk_Alf,Кинозалы UA,,gabbarit-current,jk_Alf,id,99
Joker:Футурама,jk_futurama,jk_futurama,Кинозалы UA,,gabbarit-current,jk_futurama,id,99
Joker:CSI NY,jk_csi_NY,jk_csi_NY,Кинозалы UA,,gabbarit-current,jk_csi_NY,id,99
Joker:CSI Vegas,jk_csi_vegas,jk_csi_vegas,Кинозалы UA,,gabbarit-current,jk_csi_vegas,id,99
Joker:CSI Miami,jk_csi_m,jk_csi_m,Кинозалы UA,,gabbarit-current,jk_csi_m,id,99
Joker:Секретні матеріали,jk_x_files,jk_x_files,Кинозалы UA,,gabbarit-current,jk_x_files,id,99
Joker:Друзі,jk_Friends,jk_Friends,Кинозалы UA,,gabbarit-current,jk_Friends,id,99
Joker:Дім Дракона,jk_House_Dragon,jk_House_Dragon,Кинозалы UA,,gabbarit-current,jk_House_Dragon,id,99
Joker:Шерлок,jk_Sherlock,jk_Sherlock,Кинозалы UA,,gabbarit-current,jk_Sherlock,id,99
Joker:Гострі картузи,jk_Gostri_Kartuz,jk_Gostri_Kartuz,Кинозалы UA,,gabbarit-current,jk_Gostri_Kartuz,id,99
Joker:Відьмак,jk_Vedmak,jk_Vedmak,Кинозалы UA,,gabbarit-current,jk_Vedmak,id,99
Joker:Панда Кун-фу,jk_panda,jk_panda,Кинозалы UA,,gabbarit-current,jk_panda,id,99
Joker:Формула,jk_formula,jk_formula,Кинозалы UA,,gabbarit-current,jk_formula,id,99
Joker:Тарантіно,jk_Tarantino,jk_Tarantino,Кинозалы UA,,gabbarit-current,jk_Tarantino,id,99
Joker:Робокар Полі,jk_Robocar_Poli,jk_Robocar_Poli,Кинозалы UA,,gabbarit-current,jk_Robocar_Poli,id,99
Joker:Секс і Місто,jk_sexsity,jk_sexsity,Кинозалы UA,,gabbarit-current,jk_sexsity,id,99
Joker:Коломбо,jk_Colombo,jk_Colombo,Кинозалы UA,,gabbarit-current,jk_Colombo,id,99
Joker:Американський тато,jk_American_Dad,jk_American_Dad,Кинозалы UA,,gabbarit-current,jk_American_Dad,id,99
Joker:Гріфіни,jk_Grifins,jk_Grifins,Кинозалы UA,,gabbarit-current,jk_Grifins,id,99
Joker:Русалочка,jk_rusaloshka,jk_rusaloshka,Кинозалы UA,,gabbarit-current,jk_rusaloshka,id,99
Joker:Аладдін,jk_aladin,jk_aladin,Кинозалы UA,,gabbarit-current,jk_aladin,id,99
Joker:Чіп та Дейл,jk_Chip_Dale,jk_Chip_Dale,Кинозалы UA,,gabbarit-current,jk_Chip_Dale,id,99
Joker:Гей Арнольд!,jk_arnold,jk_arnold,Кинозалы UA,,gabbarit-current,jk_arnold,id,99
Joker:Свинка Пепа,jk_Pepa_pig,jk_Pepa_pig,Кинозалы UA,,gabbarit-current,jk_Pepa_pig,id,99
Joker:Щенячий патруль,jk_PAW_Patrol,jk_PAW_Patrol,Кинозалы UA,,gabbarit-current,jk_PAW_Patrol,id,99
Joker:Качині історії,jk_ducks,jk_ducks,Кинозалы UA,,gabbarit-current,jk_ducks,id,99
Joker:90-ті,jk_90,jk_90,Кинозалы UA,,gabbarit-current,jk_90,id,99
Joker:Леді Баг і Супер кіт,jk_ledi_Bag,jk_ledi_Bag,Кинозалы UA,,gabbarit-current,jk_ledi_Bag,id,99
Joker:Пуаро Агати Крісті,jk_Poirot,jk_Poirot,Кинозалы UA,,gabbarit-current,jk_Poirot,id,99
Joker:Декстер,jk_Dexter,jk_Dexter,Кинозалы UA,,gabbarit-current,jk_Dexter,id,99
Joker:Касл,jk_Castle,jk_Castle,Кинозалы UA,,gabbarit-current,jk_Castle,id,99
Joker:Бруклін 9-9,jk_brookllyn,jk_brookllyn,Кинозалы UA,,gabbarit-current,jk_brookllyn,id,99
Joker:Фубар,jk_FUBAR,jk_FUBAR,Кинозалы UA,,gabbarit-current,jk_FUBAR,id,99
Joker:Кістки,jk_kosty,jk_kosty,Кинозалы UA,,gabbarit-current,jk_kosty,id,99
Joker:Пуститися берега,jk_berega,jk_berega,Кинозалы UA,,gabbarit-current,jk_berega,id,99
Joker:Мел Гібсон,jk_Mel,jk_Mel,Кинозалы UA,,gabbarit-current,jk_Mel,id,99
Joker:Теорія брехні,jk_Lie_To_Me,jk_Lie_To_Me,Кинозалы UA,,gabbarit-current,jk_Lie_To_Me,id,99
Joker:Величне століття,jk_Muhtesem,jk_Muhtesem,Кинозалы UA,,gabbarit-current,jk_Muhtesem,id,99
Joker:Ван Дамм,jk_Van_Dame,jk_Van_Dame,Кинозалы UA,,gabbarit-current,jk_Van_Dame,id,99
Joker:Вітчайдушні домогосподарки,jk_desperate_ukr,jk_desperate_ukr,Кинозалы UA,,gabbarit-current,jk_desperate_ukr,id,99
Joker:Маленьке королівство Бена і Холлі,jk_Ben_Holly,jk_Ben_Holly,Кинозалы UA,,gabbarit-current,jk_Ben_Holly,id,99
Joker:Гравіті Фолз,jk_Gravity_Falls,jk_Gravity_Falls,Кинозалы UA,,gabbarit-current,jk_Gravity_Falls,id,99
Joker:South Park,jk_South_Park,jk_South_Park,Кинозалы UA,,gabbarit-current,jk_South_Park,id,99
Joker:Як я зустрів вашу маму,jk_Your_mother,jk_Your_mother,Кинозалы UA,,gabbarit-current,jk_Your_mother,id,99
Joker:Теорія великого вибуху,jk_Big_Bang,jk_Big_Bang,Кинозалы UA,,gabbarit-current,jk_Big_Bang,id,99
Joker:Cinema,jk_Cinema,jk_Cinema,Кинозалы UA,,gabbarit-current,jk_Cinema,id,99
Joker:Cinema2,jk_Cinema2,jk_Cinema2,Кинозалы UA,,gabbarit-current,jk_Cinema2,id,99
Joker:Горець,jk_gorets,jk_gorets,Кинозалы UA,,gabbarit-current,jk_gorets,id,99
Joker:Mислити як злочинець,jk_Criminal,jk_Criminal,Кинозалы UA,,gabbarit-current,jk_Criminal,id,99
Joker:Менталіст,jk_mentalist,jk_mentalist,Кинозалы UA,,gabbarit-current,jk_mentalist,id,99
Joker:Пограбування,jk_ograblenie,jk_ograblenie,Кинозалы UA,,gabbarit-current,jk_ograblenie,id,99
Joker:Герої,jk_Heroes,jk_Heroes,Кинозалы UA,,gabbarit-current,jk_Heroes,id,99
Joker:Корона,jk_korona,jk_korona,Кинозалы UA,,gabbarit-current,jk_korona,id,99
Joker:Загублені,jk_lost,jk_lost,Кинозалы UA,,gabbarit-current,jk_lost,id,99
Joker:Чорне дзеркало,jk_Black_Mirror,jk_Black_Mirror,Кинозалы UA,,gabbarit-current,jk_Black_Mirror,id,99
Joker:Біографічне,jk_biograf,jk_biograf,Кинозалы UA,,gabbarit-current,jk_biograf,id,99
Joker:Швидкість,jk_speed,jk_speed,Кинозалы UA,,gabbarit-current,jk_speed,id,99
Joker:Краще подзвоніть Солу,jk_Call_Saul,jk_Call_Saul,Кинозалы UA,,gabbarit-current,jk_Call_Saul,id,99
Joker:Пінгвіни Мадагаскару,jk_pingvins,jk_pingvins,Кинозалы UA,,gabbarit-current,jk_pingvins,id,99
Joker:Ліло і Стіч,jk_Lilo,jk_Lilo,Кинозалы UA,,gabbarit-current,jk_Lilo,id,99
jk_doku_Ukraine,jk_doku_Ukraine,jk_doku_Ukraine,Кинозалы UA,,gabbarit-current,jk_doku_Ukraine,id,99
jk_Magic,jk_Magic,jk_Magic,Кинозалы UA,,gabbarit-current,jk_Magic,id,99
Рік і Марті,jk_Rik_i_Marti,jk_Rik_i_Marti,Кинозалы UA,,gabbarit-current,jk_Rik_i_Marti,id,99
jk_dram,jk_dram,jk_dram,Кинозалы UA,,gabbarit-current,jk_dram,id,99
jk_fineas,jk_fineas,jk_fineas,Кинозалы UA,,gabbarit-current,jk_fineas,id,99
jk_strah,jk_strah,jk_strah,Кинозалы UA,,gabbarit-current,jk_strah,id,99
jk_Sliders,jk_Sliders,jk_Sliders,Кинозалы UA,,gabbarit-current,jk_Sliders,id,99
jk_Succession,jk_Succession,jk_Succession,Кинозалы UA,,gabbarit-current,jk_Succession,id,99
jk_Money_Heist,jk_Money_Heist,jk_Money_Heist,Кинозалы UA,,gabbarit-current,jk_Money_Heist,id,99
jk_office,jk_office,jk_office,Кинозалы UA,,gabbarit-current,jk_office,id,99
jk_Scrubs,jk_Scrubs,jk_Scrubs,Кинозалы UA,,gabbarit-current,jk_Scrubs,id,99
Картковий Будинок,jk_house_of_cards,jk_house_of_cards,Кинозалы UA,,gabbarit-current,jk_house_of_cards,id,99
jk_element,jk_element,jk_element,Кинозалы UA,,gabbarit-current,jk_element,id,99
jk_Buffy,jk_Buffy,jk_Buffy,Кинозалы UA,,gabbarit-current,jk_Buffy,id,99
jk_Stargate,jk_Stargate,jk_Stargate,Кинозалы UA,,gabbarit-current,jk_Stargate,id,99
jk_Only_Murders,jk_Only_Murders,jk_Only_Murders,Кинозалы UA,,gabbarit-current,jk_Only_Murders,id,99
jk_detektiv,jk_detektiv,jk_detektiv,Кинозалы UA,,gabbarit-current,jk_detektiv,id,99
jk_NCIS,jk_NCIS,jk_NCIS,Кинозалы UA,,gabbarit-current,jk_NCIS,id,99
jk_dark,jk_dark,jk_dark,Кинозалы UA,,gabbarit-current,jk_dark,id,99
jk_timon,jk_timon,jk_timon,Кинозалы UA,,gabbarit-current,jk_timon,id,99
jk_Cartoon,jk_Cartoon,jk_Cartoon,Кинозалы UA,,gabbarit-current,jk_Cartoon,id,99
jk_Flintstones,jk_Flintstones,jk_Flintstones,Кинозалы UA,,gabbarit-current,jk_Flintstones,id,99
House_ukr,XHouse_ukr,XHouse_ukr,Кинозалы UA,,gabbarit-current,Joker:Доктор Хаус,name,90
jk_grimm,jk_grimm,jk_grimm,Кинозалы UA,,gabbarit-current,jk_grimm,id,99
jk_black_cloak,jk_black_cloak,jk_black_cloak,Кинозалы UA,,gabbarit-current,jk_black_cloak,id,99
jk_Ritchie,jk_Ritchie,jk_Ritchie,Кинозалы UA,,gabbarit-current,jk_Ritchie,id,99
jk_Scorsese,jk_Scorsese,jk_Scorsese,Кинозалы UA,,gabbarit-current,jk_Scorsese,id,99
jk_Spilberg,jk_Spilberg,jk_Spilberg,Кинозалы UA,,gabbarit-current,jk_Spilberg,id,99
jk_Kopola,jk_Kopola,jk_Kopola,Кинозалы UA,,gabbarit-current,jk_Kopola,id,99
jk_Skott,jk_Skott,jk_Skott,Кинозалы UA,,gabbarit-current,jk_Skott,id,99
jk_Kameron,jk_Kameron,jk_Kameron,Кинозалы UA,,gabbarit-current,jk_Kameron,id,99
jk_Besson,jk_Besson,jk_Besson,Кинозалы UA,,gabbarit-current,jk_Besson,id,99
jk_Nolan,jk_Nolan,jk_Nolan,Кинозалы UA,,gabbarit-current,jk_Nolan,id,99
jk_King,jk_King,jk_King,Кинозалы UA,,gabbarit-current,jk_King,id,99
jk_Crowe,jk_Crowe,jk_Crowe,Кинозалы UA,,gabbarit-current,jk_Crowe,id,99
jk_Reeves,jk_Reeves,jk_Reeves,Кинозалы UA,,gabbarit-current,jk_Reeves,id,99
jk_Hemsworth,jk_Hemsworth,jk_Hemsworth,Кинозалы UA,,gabbarit-current,jk_Hemsworth,id,99
jk_Butler,jk_Butler,jk_Butler,Кинозалы UA,,gabbarit-current,jk_Butler,id,99
jk_Kunis,jk_Kunis,jk_Kunis,Кинозалы UA,,gabbarit-current,jk_Kunis,id,99
jk_Neeson,jk_Neeson,jk_Neeson,Кинозалы UA,,gabbarit-current,jk_Neeson,id,99
jk_Scorpion,jk_Scorpion,jk_Scorpion,Кинозалы UA,,gabbarit-current,jk_Scorpion,id,99
Megogo Футбол 1 HD,Xmegogo-football-1,Xmegogo-football-1,Спорт,,gabbarit-current,Megogo Футбол,name,90
QazSport,Xkazsport,Xkazsport,Спорт,,gabbarit-current,QazSport,name,90
Q Sport League,Xq-sport-ext,Xq-sport-ext,Спорт,,gabbarit-current,Q SPORT League,name,90
Sport+ Qazaqstan,Xsport-plus-kz,Xsport-plus-kz,Спорт,,gabbarit-current,SPORT+ Qazaqstan HD,name,90
TSN 1,,TSN 1,Спорт,,gabbarit-current,TSN 1,name,90
TSN 3,,TSN 3,Спорт,,gabbarit-current,TSN 3,name,90
Go3 Sport 1 HD,,Go3 Sport HD LT,Спорт,,gabbarit-current,Go3 Sport HD LT,name,90
Go3 Sport 2 HD,,Go3 Sport 2 HD LT,Спорт,,gabbarit-current,Go3 Sport 2 HD LT,name,90
Go3 Sport Open HD,,Go3 Sport Open HD LT,Спорт,,gabbarit-current,Go3 Sport Open HD LT,name,90
ID Xtra HD,Xid-xtra-ru,Xid-xtra-ru,Познавательные,,gabbarit-current,ID Investigation Discovery (Европа),name,90
36.6 HD,X36-6-tv,X36-6-tv,Познавательные,,gabbarit-current,36.6,name,90
Мультимания,Xmultimania,Xmultimania,Детские,,gabbarit-current,Мультимания,name,90
Телеканал СПАС,Xspas,Xspas,Разное,,gabbarit-current,Спас,name,90
Euronews EN,Xeuronews-en,Xeuronews-en,Новости,,gabbarit-current,Euronews HD (Eng),name,90
360 Tune Box HD,X360-tunebox,X360-tunebox,Музыкальные,,gabbarit-current,360 Tune Box,name,90
InRating TV HD,Xinrating,Xinrating,Музыкальные,,gabbarit-current,InRating HD,name,90
Viva Latino,,Viva Latino,Музыкальные,,gabbarit-current,Viva Latino,name,90
Наше Ретро,,#НАШЕ ретро,Музыкальные,,gabbarit-current,#НАШЕ ретро,name,90
MusicBox UA HD,Xmusicbox-ua-hd,Xmusicbox-ua-hd,Музыкальные,,gabbarit-current,Music Box UA,name,90
Новое Радио,,Новое Радио,Музыкальные,,gabbarit-current,Новое Радио,name,90
Now 80s,,NOW 80s,Музыкальные,,gabbarit-current,NOW 80s,name,90
Now 70s,,NOW 70s,Музыкальные,,gabbarit-current,NOW 70s,name,90
Первый Музыкальный BY,Xonemuz,Xonemuz,Музыкальные,,gabbarit-current,Первый музыкальный,name,90
Етно HD,,Етно HD,Музыкальные,,gabbarit-current,Етно HD,name,90
4fun.TV,X4fun,X4fun,Музыкальные,,gabbarit-current,4Fun TV,name,90
KroneHit TV,,Kronehit HD,Музыкальные,,gabbarit-current,Kronehit HD,name,90
DANCE HITS 80,,Dance Hits 80,Музыкальные,,gabbarit-current,Dance Hits 80,name,90
Музыка 1 International,,Музыка 1,Музыкальные,,gabbarit-current,Музыка 1,name,90
Музыка 2 International,,Музыка 2,Музыкальные,,gabbarit-current,Музыка 2,name,90
Ment Pop,,Ment Pop HD,Музыкальные,,gabbarit-current,Ment Pop HD,name,90
Kiss Kiss,,Kiss Kiss,Музыкальные,,gabbarit-current,Kiss Kiss,name,90
MIXM HD,,MIXM TV,Музыкальные,,gabbarit-current,MIXM TV,name,90
RITSA TV,,RITSA TV HD,Музыкальные,,gabbarit-current,RITSA TV HD,name,90
VeleS Магнитофон,veles-magnitofon,veles-magnitofon,Музыкальные,,gabbarit-current,VeleS Магнитофон,name,90
Kiss HD,,Kiss,Музыкальные,,gabbarit-current,Kiss,name,90
M2o TV,,m2o TV,Музыкальные,,gabbarit-current,m2o TV,name,90
TMF Rus,,TMF,Музыкальные,,gabbarit-current,TMF,name,90
ММТВ,,ММТВ,Музыкальные,,gabbarit-current,ММТВ,name,90
NRG 91 Music HD,,NRG 91 TV HD,Музыкальные,,gabbarit-current,NRG 91 TV HD,name,90
CHD-TV Rock HD,,CHD TV RU Rock,Музыкальные,,gabbarit-current,CHD TV RU Rock,name,90
Rock TV,,Rock TV,Музыкальные,,gabbarit-current,Rock TV,name,90
МузТВ,,Муз ТВ,Музыкальные,,gabbarit-current,Муз ТВ,name,90
Mafi2a,,Mafi2a TV,Музыкальные,,gabbarit-current,Mafi2a TV,name,90
Clubland TV,XFomixTV,XFomixTV,Музыкальные,,gabbarit-current,Clubland TV,name,90
M6 Music,Xm6-music-fr,Xm6-music-fr,Музыкальные,,gabbarit-current,M6 Music HD,name,90
Deejay TV,,DeeJay TV,Музыкальные,,gabbarit-current,DeeJay TV,name,90
Мир Беларусь HD,Xmir,Xmir,Беларусь,BY,gabbarit-current,Мир HD,name,90
Звязда,Xzvyazda-by,Xzvyazda-by,Беларусь,BY,gabbarit-current,Звязда,name,90
Витебск,Xvitebsk,Xvitebsk,Беларусь,BY,gabbarit-current,Витебск,name,90
VHS HD,Xvhshd,vhs-hd,Кино,,teleguide-rescue,400042,name,90
Insomnia HD,Xinsomnia-hd,insomnia-hd,Кино,,m3u-edit-all-rescue,INSOMNIA.fr,name,90
Premiere HD 2,Xpremierehd2,Xpremierehd2,Кино,,m3u-edit-all-rescue,Premiere.2.al,name,90
Premium HD,Xpremium-hd,premium-hd,Кино,,gabbarit-primary,Premium HD,name,90
Thriller HD,Xthriller-hd,thriller-hd,Кино,,gabbarit-primary,Thriller HD,name,90
РуКино HD,Xrukino-hd,Xklirussian,Кино,,gabbarit-primary,РуКино HD,name,90
BCU Marvel,Xbcu-marvel,Xbcu-marvel,Кинозалы,,gabbarit-primary,BCU Marvel HD,name,90
BCU Russian HD,Xbcu-russian,Xbcu-russian,Кинозалы,,gabbarit-primary,BCU Russian,name,90
BCU СССР HD,Xbcu-sssr,Xbcu-sssr,Кинозалы,,gabbarit-primary,BCU СССР HDR,name,90
VeleS С Новым годом!,velesyear-new,velesyear-new,Кинозалы,,gabbarit-primary,VeleS NewYear,name,90
VeleS Movie Hits,veles-movie-hits,veles-movie-hits,Кинозалы,,gabbarit-primary,VeleS Movie Hits,name,90
Наш Кинопоказ HD,Xnash-kinopokaz,Xnash-kinopokaz,Кино,,epgone-full-movie-rescue,2831,name,90
BCU Cosmo HD,Xbcu-cosmo,Xbcu-cosmo,Кинозалы,,epgone-full-movie-rescue,6176,name,90
BCU Cosmo HDR,,6176,Кинозалы,,epgone-full-movie-rescue,6176,name,90
Magic Adventure,Xmagic-adventure,Xmagic-adventure,Кинозалы,,epgone-full-movie-rescue,7487,name,90
Magic Russian,Xmagic-russian,Xmagic-russian,Кинозалы,,epgone-full-movie-rescue,8754,name,90
Magic Action,Xmagic-action,Xmagic-action,Кинозалы,,epgone-full-movie-rescue,6253,name,90
Magic Comedy,Xmagic-comedy,Xmagic-comedy,Кинозалы,,epgone-full-movie-rescue,6250,name,90
Magic Family,Xmagic-family,Xmagic-family,Кинозалы,,epgone-full-movie-rescue,6337,name,90
Magic Galaxy,Xmagic-galaxy,Xmagic-galaxy,Кинозалы,,epgone-full-movie-rescue,6254,name,90
Magic Horror,Xmagic-horror,Xmagic-horror,Кинозалы,,epgone-full-movie-rescue,6255,name,90
Magic Karate,Xmagic-karate,Xmagic-karate,Кинозалы,,epgone-full-movie-rescue,6248,name,90
Magic Love,Xmagic-love,Xmagic-love,Кинозалы,,epgone-full-movie-rescue,6338,name,90
Magic Thriller,Xmagic-thriller,Xmagic-thriller,Кинозалы,,epgone-full-movie-rescue,6252,name,90
Magic VHS,Xmagic-vhs,Xmagic-vhs,Кинозалы,,epgone-full-movie-rescue,6249,name,90
RTL HD DE,Xrtl,Xrtl,Германия,DE,epgpw-DE,76740,family-region,92
Sky Sport Austria HD DE,Xsky-sport-aus,Xsky-sport-aus,Германия,DE,epgpw-DE,438448,family-region,92
Sky Sport 1 HD DE,Xsky-sport-hd1,Xsky-sport-hd1,Германия,DE,epgpw-DE,401577,family-region,92
Sky Atlantic HD DE,Xsky-atlantic,Xsky-atlantic,Германия,DE,epgpw-DE,76774,family-region,92
