playlist_name,playlist_tvg_id,output_tvg_id,group,region,source,source_id,method,confidence,accuracy_status,accuracy_reason,evidence_url,quarantine
CineMan Пёс,Xcineman-pes,Xcineman-pes,Кинозалы,,openbox-tsd,cineman-pes,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
CineMan Premium,Xcineman-premium,Xcineman-premium,Кинозалы,,openbox-tsd,cineman-premium,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
CineMan РуКино,Xcineman-rukino,Xcineman-rukino,Кинозалы,,openbox-tsd,cineman-rukino,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
CineMan Дубляж СССР,,cineman-dublyazh-sssr,Кинозалы,,openbox-tsd,cineman-dublyazh-sssr,alias,100,verified,researched exact alias,,False
CineMan Симпсоны,Xcineman-simps,Xcineman-simps,Кинозалы,,openbox-tsd,cineman-simpsoni,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
CineMan Скорая помощь,Xcineman-skorpom,Xcineman-skorpom,Кинозалы,,openbox-tsd,cineman-skoraya-pomoshch,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
CineMan Комедийные сериалы,,cineman-komediynie-seriali,Кинозалы,,openbox-tsd,cineman-komediynie-seriali,alias,100,verified,researched exact alias,,False
CineMan Сваты,Xcineman-svaty,Xcineman-svaty,Кинозалы,,openbox-tsd,cineman-svati,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
CineMan Thriller,Xcineman-thriller,Xcineman-thriller,Кинозалы,,openbox-tsd,cineman-thriller,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
CineMan Top,Xcineman-top,Xcineman-top,Кинозалы,,openbox-tsd,cineman-top,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
CineMan Ужасы,Xcineman-uzhasy,Xcineman-uzhasy,Кинозалы,,openbox-tsd,cineman-uzhasi,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
CineMan VHS,Xcineman-vhs,Xcineman-vhs,Кинозалы,,openbox-tsd,cineman-vhs,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
BCU Biography HDR,Xbcu-biography-hdr,Xbcu-biography-hdr,Кинозалы,,openbox-tsd,bcu-biography,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
BOX Hybrid HD,Xbox-hybrid,Xbox-hybrid,Кинозалы,,openbox-tsd,box-hybrid,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
BOX Gangster HD,Xbox-gangster,Xbox-gangster,Кинозалы,,openbox-tsd,box-gangster,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
BOX Oscar HD,Xbox-oscar,Xbox-oscar,Кинозалы,,openbox-tsd,box-oscar,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
BOX Memory HD,Xbox-memory,Xbox-memory,Кинозалы,,openbox-tsd,box-memory,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
BOX Game HD,Xbox-game,Xbox-game,Кинозалы,,openbox-tsd,box-game,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
BOX Spy HD,Xbox-spy,Xbox-spy,Кинозалы,,openbox-tsd,box-spy,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
BOX Western HD,Xbox-western,Xbox-western,Кинозалы,,openbox-tsd,box-western,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
BOX Zombie HD,Xbox-zombie,Xbox-zombie,Кинозалы,,openbox-tsd,box-zombie,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
BOX Cyber HD,Xbox-cyber,Xbox-cyber,Кинозалы,,openbox-tsd,box-cyber,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
BOX Stories HD,Xbox-stories,Xbox-stories,Кинозалы,,openbox-tsd,box-stories,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM 007 HD,Xminimax-007,Xminimax-007,Кинозалы,,openbox-tsd,mm-007,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Flip UHD,Xminimax-flip,Xminimax-flip,Кинозалы,,openbox-tsd,mm-flip-uhd,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Honey HD,Xminimax-honey,Xminimax-honey,Кинозалы,,openbox-tsd,mm-honey,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Live Planet HD,Xminimax-live-planet,Xminimax-live-planet,Кинозалы,,openbox-tsd,mm-live-planet,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM NewFilm 1 HD,Xminimax-newfilm1,Xminimax-newfilm1,Кинозалы,,openbox-tsd,mm-newfilm-1,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM NewFilm 2 HD,Xminimax-newfilm2,Xminimax-newfilm2,Кинозалы,,openbox-tsd,mm-newfilm-2,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM NewFilm 3 HD,Xminimax-newfilm3,Xminimax-newfilm3,Кинозалы,,openbox-tsd,mm-newfilm-3,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM NewFilm RU HD,Xminimax-newfilmru,Xminimax-newfilmru,Кинозалы,,openbox-tsd,mm-newfilm-ru,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM UFO HD,Xminimax-ufo,Xminimax-ufo,Кинозалы,,openbox-tsd,mm-ufo,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM USSR 1941-1945 HD,Xminimax-ussr-1941-1945,Xminimax-ussr-1941-1945,Кинозалы,,openbox-tsd,mm-ussr-1941-1945,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM USSR Детектив HD,Xminimax-ussr-detektiv,Xminimax-ussr-detektiv,Кинозалы,,openbox-tsd,mm-ussr-detektiv,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM USSR Комедия HD,Xminimax-ussr-komedija,Xminimax-ussr-komedija,Кинозалы,,openbox-tsd,mm-ussr-komediya,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Боевик HD,Xminimax-boevik,Xminimax-boevik,Кинозалы,,openbox-tsd,mm-boevik,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Боевик Classic HD,Xminimax-boevik_classic,Xminimax-boevik_classic,Кинозалы,,openbox-tsd,mm-boevik-classic,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Вестерн HD,Xminimax-western,Xminimax-western,Кинозалы,,openbox-tsd,mm-vestern,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Затмение HD,Xminimax-zatmenie,Xminimax-zatmenie,Кинозалы,,openbox-tsd,mm-zatmenie,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM История HD,Xminimax-istorija,Xminimax-istorija,Кинозалы,,openbox-tsd,mm-istoriya,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Катастрофа HD,Xminimax-katastrofa,Xminimax-katastrofa,Кинозалы,,openbox-tsd,mm-katastrofa,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Киберпанк HD,Xminimax-kiberpunk,Xminimax-kiberpunk,Кинозалы,,openbox-tsd,mm-kiberpank,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Комедия Classic HD,Xminimax-comedy_classic,Xminimax-comedy_classic,Кинозалы,,openbox-tsd,mm-komediya-classic,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Комедия HD,Xminimax-comedy,Xminimax-comedy,Кинозалы,,openbox-tsd,mm-komediya,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Криминал HD,Xminimax-kriminal,Xminimax-kriminal,Кинозалы,,openbox-tsd,mm-kriminal,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Крутые 90-е HD,Xminimax-krutie-90-e,Xminimax-krutie-90-e,Кинозалы,,openbox-tsd,mm-krutie-90-e,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Кунг-Фу HD,Xminimax-kungfu,Xminimax-kungfu,Кинозалы,,openbox-tsd,mm-kung-fu,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Мифология HD,Xminimax-mifologija,Xminimax-mifologija,Кинозалы,,openbox-tsd,mm-mifologiya,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Нуар HD,Xminimax-nuar,Xminimax-nuar,Кинозалы,,openbox-tsd,mm-nuar,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Погружение HD,Xminimax-pogrujenie,Xminimax-pogrujenie,Кинозалы,,openbox-tsd,mm-pogruzhenie,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Приключения HD,Xminimax-prikluchenija,Xminimax-prikluchenija,Кинозалы,,openbox-tsd,mm-priklyucheniya,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Роскино HD,Xminimax-roskino,Xminimax-roskino,Кинозалы,,openbox-tsd,mm-roskino,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Сваты HD,Xminimax-svati,Xminimax-svati,Кинозалы,,openbox-tsd,mm-svati,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Семейный 1 HD,Xminimax-family1,Xminimax-family1,Кинозалы,,openbox-tsd,mm-semeyniy-1,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Семейный 2 HD,Xminimax-family2,Xminimax-family2,Кинозалы,,openbox-tsd,mm-semeyniy-2,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Ситком HD,Xminimax-sitkom,Xminimax-sitkom,Кинозалы,,openbox-tsd,mm-sitkom,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Ситком 2.0 HD,Xminimax-sitkom20,Xminimax-sitkom20,Кинозалы,,openbox-tsd,mm-sitkom-2-0,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Скорость HD,Xminimax-skorost,Xminimax-skorost,Кинозалы,,openbox-tsd,mm-skorost,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Спорт HD,Xminimax-sport,Xminimax-sport,Кинозалы,,openbox-tsd,mm-sport,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Супергерои HD,Xminimax-supergeroi,Xminimax-supergeroi,Кинозалы,,openbox-tsd,mm-supergeroi,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Триллер HD,Xminimax-triller,Xminimax-triller,Кинозалы,,openbox-tsd,mm-triller,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Ужастик HD,Xminimax-ujastik,Xminimax-ujastik,Кинозалы,,openbox-tsd,mm-uzhastik,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Ужасы Classic HD,Xminimax-ujasi-classic,Xminimax-ujasi-classic,Кинозалы,,openbox-tsd,mm-uzhasi-classic,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Ужасы HD,Xminimax-ujasi,Xminimax-ujasi,Кинозалы,,openbox-tsd,mm-uzhasi,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Фантастика HD,Xminimax-fantastika,Xminimax-fantastika,Кинозалы,,openbox-tsd,mm-fantastika,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Фобия HD,Xminimax-fobija,Xminimax-fobija,Кинозалы,,openbox-tsd,mm-fobiya,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Celebrity HD,Xminimax-celebrity,Xminimax-celebrity,Кинозалы,,openbox-tsd,mm-celebrity,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Classic HD,Xminimax-classic,Xminimax-classic,Кинозалы,,openbox-tsd,mm-classic,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Translation HD,Xminimax-translation,Xminimax-translation,Кинозалы,,openbox-tsd,mm-translation,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Драма HD,Xminimax-drama,Xminimax-drama,Кинозалы,,openbox-tsd,mm-drama,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Микромир HD,Xminimax-micromir,Xminimax-micromir,Кинозалы,,openbox-tsd,mm-mikromir,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Макромир HD,Xminimax-makromir,Xminimax-makromir,Кинозалы,,openbox-tsd,mm-makromir,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Мегамир HD,Xminimax-megamir,Xminimax-megamir,Кинозалы,,openbox-tsd,mm-megamir,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MS Prisons HD,Xminimax-ms-prisons,Xminimax-ms-prisons,Кинозалы,,openbox-tsd,ms-prisons,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Агата Кристи HD,Xminimax-agata,Xminimax-agata,Кинозалы,,openbox-tsd,mm-agata-kristi,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
MM Стивен Кинг HD,Xminimax-st-king,Xminimax-st-king,Кинозалы,,openbox-tsd,mm-stiven-king,name,90,unverified,mapping has not yet been cross-checked against an independent schedule,,False
CPS Western,,cps-western,Кинозалы,,openbox-tsd,cps-western,alias,100,verified,researched exact alias,,False
